ID,AspectTerms,Opinions,Polarities,Categories,Review
901,_,不错,0,整体,隔 离 霜 用 了 一 次 感 觉 不 错 ， 隔 离 防 晒 都 能 代 替 了 ， 如 果 用 的 好 还 会 再 买 的
2318,赠品,靠谱,0,价格,靠 谱 实 在 的 赠 品 ！
1702,_,稍微过敏,1,使用体验,防 晒 效 果 ： 不 知 道 咋 样 个 人 情 况 ： 干 敏 皮 稍 微 过 敏 用 了
2605,补水,没有太大感觉,1,功效,个 人 敏 感 肌 肤 痘 质 皮 肤 用 完 感 觉 第 二 天 长 痘 补 水 没 有 太 大 感 觉 毕 竟 价 格 在 仅 供 参 考
874,快递,很给力,0,物流,东 西 收 到 了 ， 是 正 品 ， 很 好 用 ， 快 递 很 给 力
3098,_,保湿,0,功效,以 前 也 用 过 这 个 牌 子 的 面 膜 ， 好 用 保 湿 ！ 支 持 * * 送 货 迅 速 ！
945,保湿,可以,0,功效,个 人 情 况 ： 我 是 脸 比 较 白 的 那 种 ， 没 有 感 觉 到 有 美 白 吸 收 情 况 ： 吸 收 挺 好 的 整 体 描 述 ： 淡 斑 效 果 没 感 觉 到 ， 已 经 第 三 瓶 了 。 滋 润 及 保 湿 ： 保 湿 还 是 可 以
486,_,还可以,0,整体,这 个 卸 妆 水 还 可 以 ， 比 我 之 前 的 好 用 ！
2311,_,不错,0,整体,还 没 用 ， 应 该 不 错 ， 好 评
3192,_,不错,0,整体,刚 送 来 就 迫 不 及 待 的 试 用 了 一 下 ， 效 果 不 错
2871,_,很好用,0,整体,这 款 洁 面 乳 很 好 用 洗 好 以 后 脸 也 不 会 紧 绷 很 舒 服 而 且 买 一 送 一 很 值
744,_,不错,0,整体,赠 品 和 大 瓶 的 一 样 的 ， 这 个 价 格 买 到 ， 不 错 我 喜 欢
2545,味道,_,0,气味,物 流 很 快 还 是 那 个 味 道 正 装 一 如 既 往 的 好 送 的 比 之 前 的 少 了 点 寄 保 质 期 也 比 较 近 了 & @
1672,_,挺湿润的,0,使用体验,很 好 用 ， 挺 湿 润 的 ， 不 干 。 昨 天 下 的 单 ， 今 天 就 到 。 * * 物 流 就 是 给 力
907,_,很好,0,整体,东 西 很 好 ， * * 服 务 ， 送 货 速 度 快 。
2442,_,不错,0,整体,嗯 ， 用 着 挺 好 的 ， 容 易 推 开 ， 效 果 不 错
954,尺寸大小,合适,0,尺寸,还 不 错 ， 美 容 液 比 较 丰 富 ， 滑 滑 的 ， 面 膜 纸 尺 寸 大 小 合 适 ， 非 常 服 帖 脸 型 ， 价 格 也 不 贵 。
1513,物流,很快,0,物流,物 流 很 快 ， 用 起 来 感 觉 补 水 效 果 很 明 显
553,活动,很划算,0,价格,补 水 效 果 好 ， 用 后 脸 水 润 润 的 ， 味 道 清 香 ， 易 吸 收 ， 做 活 动 买 的 ， 很 划 算 。
2756,包装,没有损坏,0,包装,物 流 很 快 ， 包 装 很 严 实 ， 没 有 损 坏 。 活 动 的 时 候 买 的 ， 很 划 算 。 第 一 次 买 ， 期 待 效 果 。
1203,_,不太刺激,0,使用体验,一 有 活 动 就 囤 货 ， 温 和 不 太 刺 激 ， 适 合 每 天 用
3112,_,假货,1,真伪,假 货 名 子 都 不 一 样 ， 快 要 过 期 ， 一 点 遮 瑕 效 果 都 没 有 ， 特 别 的 干 掉 粉
1515,_,好评,0,整体,用 * * * & - & 年 了 ， 一 直 都 在 用 ， 效 果 不 错 ， 值 得 推 荐 好 评
2904,_,很好,0,整体,很 好 ， 味 道 香 香 的
205,_,挺舒服的,0,使用体验,收 到 马 上 试 了 一 下 ， 卸 妆 效 果 很 好 ， 很 干 净 ， 但 是 不 刺 激 皮 肤 ， 挺 舒 服 的 ， 脸 也 感 觉 滑 滑 的 ， 很 划 算 。
2712,_,喜欢,0,整体,感 觉 很 好 ， 喜 欢 ！
577,_,补水的,0,功效,补 水 的 ， 买 隔 离 送 的 ， 很 满 意 ， 谢 谢 ， 好 评 哈
2435,_,还行,0,整体,还 行 吧 ！ 一 直 用 * * * 的
135,_,很好,0,整体,很 好 便 宜 实 惠 支 持 * * 商 城
1757,_,不爽,1,价格,用 起 来 感 觉 还 好 ， 第 二 次 买 了 。 只 是 刚 买 了 就 降 价 ， 心 里 觉 得 不 爽 。
1072,_,很好,0,整体,宝 贝 已 收 到 ， 质 量 很 好 ， 是 正 品 ， 和 卖 家 描 述 的 一 致 ， 物 流 也 很 快
220,_,太假了,1,真伪,什 么 东 西 哦 ， 太 假 了 ， 忽 悠 人 的 哦 ， 质 量 没 有 第 一 次 买 的 好 ， 这 次 购 买 是 假 货 ， 太 失 望 了 。
96,快递小哥,点赞,0,物流,产 品 收 到 了 ， * * 快 递 公 司 果 然 给 力 ， 前 一 天 晚 上 下 单 ， 第 二 天 就 到 了 ， 给 快 递 小 哥 点 赞 。
2946,_,还行,0,整体,还 行 ， 习 惯 了 用 这 个 牌 子 的 产 品
2458,_,赞,0,整体,很 不 错 ， 物 流 很 快 ！ 很 喜 欢 ！ 赞 赞 赞 赞 赞 ！ 一 直 在 用 云 南 白 药 牙 膏 ！ 喜 欢 ！
841,物流,快,0,物流,买 了 霜 ， 洗 面 奶 ， 气 垫 ， 便 宜 又 好 用 。 而 且 物 流 也 快 。
847,快递小哥,_,0,物流,不 错 ， 原 装 盒 里 就 有 一 个 替 换 装 了 ， 加 上 赠 送 的 一 共 两 个 呢 ！ 谢 谢 快 递 小 哥 ！
422,_,泡泡多,0,使用体验,感 觉 还 可 以 ， 洗 了 脸 不 会 紧 绷 ， 去 油 效 果 很 好 ， 用 起 来 很 舒 服 ， 泡 泡 多 ， 味 道 清 香 ， 这 个 价 格 很 划 算 。
1394,_,很好闻,0,气味,卸 妆 水 很 好 闻 ！ 很 好 用 ！ 用 完 不 紧 绷 ！ 好 评 ！
554,物流,还蛮快,0,物流,还 没 用 ， 送 了 面 膜 ， 包 装 还 不 错 ， 忘 记 拍 照 了 ， 物 流 还 蛮 快
1945,活动价格,没有便宜很多,1,价格,给 妈 妈 买 的 ， 之 前 自 己 已 经 买 了 一 支 大 的 ， 不 油 腻 ， 好 抹 开 。 这 次 活 动 价 格 并 没 有 便 宜 很 多
1368,价格,实惠,0,价格,一 直 用 的 这 个 牌 子 ， 很 好 用 ， 价 格 也 实 惠 ， 买 的 值
2190,_,提亮偏黄的肤色,0,功效,很 好 用 ， 一 点 都 不 干 ， 提 亮 偏 黄 的 肤 色 ， 效 果 不 错
95,_,还挺好的,0,整体,面 膜 用 还 挺 好 的 自 己 补 水 效 果 很 好 ? 快 递 小 哥 态 度 也 很 好 ?
68,_,挺好用,0,整体,一 直 选 择 * * * * ， 现 在 感 觉 * * 的 价 格 优 势 比 不 过 ~ 了 ， 只 剩 下 次 日 达 还 能 安 慰 一 下 产 品 挺 好 用 ， 老 婆 很 满 意
2532,_,比较油腻,1,使用体验,和 我 的 小 伙 伴 一 起 用 的 比 较 油 腻 必 须 用 水 洗 两 遍 才 会 好 ， 现 在 左 右 还 没 有 看 到 ， 希 望 这 两 天 能 够 有 好 的 效 果 。
2547,上妆效果,一般,2,功效,上 妆 效 果 ： 上 妆 效 果 一 般 咯 持 久 情 况 ： 持 久 度 不 错
1601,_,很喜欢,0,整体,到 货 快 ， 好 用 ， 补 水 隔 离 效 果 好 ， 价 格 实 惠 ， 很 划 算 很 喜 欢
1688,泡沫,不多,2,使用体验,很 好 用 ， 泡 沫 不 多 但 是 清 洁 力 跟 强 ， 有 香 味 ， 洗 完 后 很 补 水 。
1964,_,不错,0,整体,我 本 黄 皮 妹 子 ， 用 紫 色 正 好 ， 第 一 次 用 ， 效 果 不 错 哦 ！
2678,酒精的味道,比较重,1,气味,这 个 不 知 道 真 假 咯 ， 哦 ， 就 有 一 股 那 个 酒 精 的 味 道 一 样 的 很 ， 酒 精 的 味 道 比 较 重
2855,_,很好用,0,整体,我 一 直 用 了 两 三 年 ， 很 好 用 ， 细 腻 ， 遮 红 血 丝 ， 联 系 大 家 多 多 购 买
1036,_,满意,0,整体,* * * 值 得 信 赖 ， * * 值 得 信 赖 ， 满 意
3171,_,不错,0,整体,不 错 ， 味 道 一 样
1916,_,特别好用,0,整体,特 别 好 用 ， 适 合 裸 妆 的 我 ， 美 美 哒
103,_,超级好用,0,整体,一 直 用 这 个 牌 子 ， 国 产 的 骄 傲 ， 超 级 好 用 ， 堪 比 大 牌 ， 专 柜 一 直 有 送 小 样 儿 ， 但 个 人 感 觉 还 是 * * 便 宜 ～ ～
1113,_,很干,1,使用体验,该 商 品 打 开 每 片 水 份 几 乎 没 有 了 ， 很 干 ， 贴 在 脸 上 没 有 水 份 ， 水 全 流 袋 子 里 了
2741,_,很水润,0,使用体验,很 水 润 服 帖 ， 不 错
2957,_,一般,2,整体,一 般 吧 ， 没 有 感 觉 有 多 好 用
432,控油效果,还行,0,功效,温 和 程 度 ： 很 好 。 清 洁 效 果 ： 不 错 。 控 油 效 果 ： 还 行 。 泡 沫 丰 富 度 ： 一 般 。 保 湿 效 果 ： 挺 可 以 。
1654,_,不错,0,整体,* 近 几 年 一 直 用 这 个 牌 子 ， 感 觉 不 错 ， * * 信 得 过 ， 快 递 小 哥 ? ? ?
656,_,没有过敏不适,0,使用体验,已 经 用 了 补 水 效 果 不 错 ， 没 有 过 敏 不 适 的 反 应
1110,物流,很快,0,物流,物 流 很 快 ， 经 常 用 这 款 面 膜 ， 效 果 比 较 好 。
1724,_,收缩毛孔,0,功效,* * * 人 鱼 公 主 面 膜 贴 & 片 装 （ 水 养 面 膜 & @ + 雪 润 面 膜 & 片 ） 女 海 藻 补 水 保 湿 提 亮 清 洁 收 缩 毛 孔
87,性价比,很高,0,价格,* * * 的 化 妆 品 还 是 不 错 的 ， 值 得 购 买 ， 性 价 比 很 高 的 活 动 就 参 加 了 ！ ！ ！
1743,_,超级好用,0,整体,超 级 好 用 。 下 次 还 会 再 来 哦 ！ 美 美 的 ， 相 信 * * ， 一 如 既 往 的 支 持 ！
1158,价格,实惠,0,价格,价 格 实 惠 ， 有 一 个 替 换 装 ， 还 送 一 个 ， 物 超 所 值
1549,补水效果,_,0,功效,补 水 效 果 看 的 见
2488,性价比,不错,0,价格,效 果 不 错 哦 ， 而 且 不 伤 皮 肤 ， 不 觉 得 油 腻 ， 卖 家 服 务 好 ， 性 价 比 不 错 哦 ！
1942,_,很好用,0,整体,很 好 用 之 前 买 过 ， 很 自 然 ， 很 舒 服
2045,包装,新,0,包装,一 直 都 用 这 个 牌 子 的 ， 现 在 是 新 包 装 ， 挺 好 用 的 ，
1248,清洁效果,很干净,0,功效,控 油 效 果 ： 很 好 。 清 洁 效 果 ： 很 干 净 。 泡 沫 丰 富 度 ： 刚 刚 合 适 。 保 湿 效 果 ： 保 湿 一 整 天 。 温 和 程 度 ： 很 好 。
2498,质量,还不错,0,其他,质 量 还 不 错 ， 快 递 也 很 快 ， 送 货 上 门 哦 ， 不 错 的 选 择 ！ 喜 欢 这 个
2438,_,好评,0,整体,一 如 既 往 的 回 购 ， 温 和 不 刺 激 ， 保 湿 效 果 好 ， 好 评
150,_,清爽,0,使用体验,清 爽 而 光 滑 ， 效 果 不 错 ， 色 泽 唯 美 ， 气 味 甜 美 ， 推 荐 有 红 血 丝 的 可 以 用 哦 ?
2284,厚度,适中,0,尺寸,东 西 不 错 ， 厚 度 适 中 ， 大 小 合 适 。 物 美 价 廉 ， 值 得 购 买 ， 五 星 好 评 。
50,_,不错,0,整体,宝 贝 不 错 经 常 在 * * 买 东 西 品 质 有 保 障 而 且 经 常 做 活 动 物 美 价 廉 不 错 不 错 ！
394,_,五分好评,0,整体,使 用 过 这 个 牌 子 的 化 妆 品 ， 还 可 以 ， * * 配 送 很 给 力 ， 五 分 好 评
377,味道,非常喜欢,0,气味,味 道 非 常 喜 欢 ， 很 滋 润
1801,_,还可以,0,整体,乳 液 是 在 用 的 ， 快 用 完 了 ， 补 货 的 。 用 着 还 可 以 。
2018,效果,很不错,0,功效,已 经 用 过 很 多 次 这 个 了 ， 效 果 还 是 很 不 错 的
873,_,便宜很多,0,价格,应 该 是 正 品 吧 ！ 一 直 用 这 个 牌 子 。 网 上 便 宜 很 多
79,_,不错,0,整体,发 货 迅 速 而 且 质 量 不 错 ， 已 经 是 第 二 次 购 买 了
105,_,好用,0,整体,活 动 很 划 算 ， 清 洁 很 彻 底 ， 泡 沫 丰 富 ， 是 会 有 好 用 的 东 西
2674,_,非常好,0,整体,快 递 没 话 说 ， 非 常 好 ， 宝 贝 收 到 就 用 了 ， 补 水 效 果 很 好 ， 买 & 份 共 收 到 & 片 ， 超 合 算 ， 下 次 有 活 动 再 回 购
1764,_,很好用,0,整体,是 正 品 ， 话 不 多 说 很 好 用
3042,_,挺细腻的,0,使用体验,很 好 用 ， 很 自 然 ， 看 起 来 而 且 很 滋 润 ， 用 了 之 后 觉 得 皮 肤 还 是 挺 好 的 ， 挺 细 腻 的 。
1866,_,一如既往的好,0,整体,一 直 在 用 的 品 牌 ， 品 质 一 如 既 往 的 好 ， 信 赖 * *
2539,_,好评,0,整体,少 送 了 一 瓶 ， 卖 家 又 给 多 发 了 一 瓶 好 评
590,保湿效果,非常好,0,功效,第 一 次 买 ， 遮 瑕 ， 保 湿 效 果 非 常 好 。 下 次 还 买 。
1428,香味,淡淡的,0,气味,洁 面 乳 收 到 了 ， 质 量 很 好 ， 有 一 股 淡 淡 的 香 味 ， 清 洁 效 果 也 好 ！
3061,_,有点干,1,使用体验,感 觉 用 着 挺 好 ， 洗 得 干 净 ， 只 是 洗 完 脸 稍 微 有 点 干 。
582,_,很好,0,整体,用 了 几 天 感 觉 很 好
2982,_,是正品,0,真伪,宝 贝 已 收 到 ， 质 量 很 好 ， 是 正 品 ， 和 卖 家 描 述 的 一 致 ， 物 流 也 很 快 。
2862,快递,很快,0,物流,产 品 很 好 ， 快 递 很 快 ， 第 二 天 就 到 了 ， 速 度 惊 人 ，
3083,_,还不错,0,整体,这 种 面 膜 曾 经 用 过 ， 感 觉 还 不 错 。 正 好 趁 三 八 女 王 节 在 次 入 手 了 。 献 给 节 日 的 自 己 ！ 节 日 快 乐 ！
334,_,很好用,0,功效,隔 离 防 晒 霜 正 品 ， 我 己 经 用 过 了 ， 很 好 用 ， 非 常 适 合 干 燥 缺 水 的 皮 肤 ， 用 完 以 后 皮 肤 水 润 白 皙 ， 很 自 然 。
1169,物流,给了,0,物流,宝 贝 很 好 ， 物 流 给 了 ， 不 错 不 错 ！
643,隔离效果,不错,0,功效,一 直 在 用 ， 感 觉 隔 离 效 果 不 错 ， 绿 色 显 得 皮 肤 很 白 。
2562,清香味,淡淡的,0,气味,宝 贝 收 到 了 ， 跟 描 述 的 一 样 ， 试 用 了 一 下 有 淡 淡 的 清 香 味 ， 还 可 以 。 满 意
2428,_,挺好的,0,整体,快 递 小 哥 很 热 情 ， 送 货 速 度 很 快 ， 挺 好 的
3004,_,是正品,0,真伪,是 正 品 ， 用 着 很 舒 服
968,_,非常的不错,0,整体,非 常 的 不 错 ， 脸 比 较 暗 一 点 ， 擦 了 以 后 很 自 然 。
3024,_,挺好用的,0,整体,一 直 用 这 个 隔 离 ， 挺 好 用 的
2903,_,是正品,0,真伪,是 正 品 ， 已 经 是 第 二 次 买 了 ， 质 量 很 好 ， 值 得 推 荐 。
1326,物流,超快,0,物流,东 西 已 收 到 ， 物 流 超 快 ， 宝 贝 用 的 也 挺 舒 服 ， 唯 一 的 就 是 怎 么 没 送 点 小 礼 品 呀 ?
2971,_,实惠,0,价格,很 好 用 ， 价 格 便 宜 ， 实 惠 款
2441,_,不油,0,使用体验,还 不 错 ， 感 觉 卸 妆 挺 干 净 ， 脸 不 油 ， 而 且 挺 大 瓶 的 ， 目 前 用 & 次 了 ， 感 觉 没 什 么 问 题 。
139,遮黄效果,特别好,0,功效,紫 色 遮 黄 效 果 特 别 好 ， 用 完 感 觉 气 色 都 特 别 好
955,_,还好吧,0,整体,还 好 吧 ， 物 流 很 给 力 ， 快 递 员 态 度 很 好 ， 就 是 好 小 一 支 啊 ， 好 评 吧
2478,_,很显白,0,功效,很 棒 很 服 帖 不 会 浮 粉 ， 很 显 白 哦 ，
1580,价格,便宜,0,价格,感 觉 还 不 错 吧 ， 价 格 便 宜 ， 看 效 果 来 决 定 是 否 会 回 购 。
1169,_,很好,0,整体,宝 贝 很 好 ， 物 流 给 了 ， 不 错 不 错 ！
2812,_,平价,0,价格,"新 包 装 的 和 玻 璃 瓶 的 都 差 不 多 感 觉 、 一 直 用 * * * 的 隔 离 霜 , 平 价 好 用"
2459,_,好,0,整体,多 次 购 买 了 ， 感 谢 做 活 动 这 么 便 宜 ， 以 后 双 十 一 还 来 买 ， 效 果 好 ， 虽 然 没 有 美 白 ， 夏 天 没 变 黑 球 ， 就 很 好 了
100,_,很划算,0,价格,很 划 算 ， 但 是 现 在 价 格 没 有 原 来 美 好 了 ， 呜 呜 呜 ， 抢 到 了 & @ 的 ， 开 心 ， 这 个 效 果 一 直 棒 棒 ， 也 实 惠
352,_,不干,0,使用体验,昨 天 试 用 了 ， 不 干 ， 挺 温 和 ~
2940,_,快,0,物流,挺 好 ， 一 直 在 * * 买 ， 快 ， 质 量 还 有 保 障 。 。 。 。 。 。 。 。 。 。
2687,_,还可以,0,整体,还 可 以 用 了 二 次
2766,快递,神速,0,物流,看 产 品 还 不 错 ， 水 两 瓶 ， ！ 包 装 属 于 简 易 版 ！ 赞 * * 快 递 神 速 ！
560,_,很好涂抹,0,使用体验,很 好 用 ， 一 直 都 在 用 ， 也 很 好 涂 抹 ， 一 抹 就 开 ！
1215,味道,不好闻,1,气味,好 用 的 ， 擦 起 来 有 一 点 白 ， 唯 一 缺 点 就 是 味 道 不 好 闻 。
655,_,很服帖,0,使用体验,快 递 小 哥 一 如 即 往 的 好 服 务 ， 我 用 这 款 面 膜 不 错 ， 很 服 帖 ， 支 持
2383,价格,很合适,0,价格,宝 贝 很 喜 欢 ， 价 格 也 很 合 适 ， 还 会 继 续 光 顾 ， 希 望 效 果 也 很 出 众
2677,_,不错,0,整体,第 一 次 用 ， 感 觉 还 不 错 ， 就 是 瓶 盖 设 计 好 巨 大 呀 ， 看 到 那 个 盖 子 我 感 觉 我 要 使 出 洪 荒 之 力 才 能 打 开 ， 哈 哈 哈 哈
580,_,不过敏,0,使用体验,买 回 来 先 用 一 张 ， 不 过 敏 ， 好
2615,_,很服帖,0,使用体验,面 膜 真 的 很 服 帖 。 非 常 喜 欢 呢 ！ 还 想 买 。
389,_,还不错,0,整体,用 了 ， 还 不 错 ， 果 冻 的 质 地 还 可 以 。 面 膜 是 布 制 的 ， 洗 洗 可 以 当 抹 布 或 者 小 毛 巾 什 么 的 ， 也 挺 环 保 。 可 以 的
3194,面膜纸,服帖,0,使用体验,不 敢 相 信 这 么 便 宜 的 面 膜 一 点 不 比 八 块 十 块 的 差 。 面 膜 纸 丝 薄 服 帖 我 很 喜 欢 ， 补 水 用 也 不 会 心 疼 。 回 回 购
2594,味道,挺好闻的,0,气味,味 道 挺 好 闻 的 ， 上 妆 效 果 很 好
1122,_,还可以,0,整体,刚 刚 用 了 一 片 ， 挺 薄 也 贴 肤 ， 用 了 没 有 过 敏 ， 脸 也 不 痒 ， 总 之 还 可 以 ， 用 一 段 时 间 再 来 追 求 评 。
2470,_,很好用,0,整体,不 错 很 好 用 ， 下 次 还 会 光 顾
2528,_,真心不错,0,整体,用 了 几 天 才 来 评 价 ， 真 心 不 错 直 得 购 买
621,_,挺好用的,0,整体,多 次 购 买 了 挺 好 用 的
1163,_,很喜欢,0,整体,是 我 常 用 的 东 西 ， 所 以 很 喜 欢 ， 方 便 使 用 ！ 天 天 用 的 东 西 ， 真 心 不 错
900,客服态度,好,0,服务,每 次 都 买 这 款 ， 真 心 好 用 ， 保 湿 效 果 好 ， 很 贴 肤 ， 很 细 腻 ， ， ， 质 量 绝 对 ， 客 服 态 度 也 好
1881,_,比较干,1,使用体验,不 好 用 ， 遮 瑕 效 果 不 好 ， 比 较 干 ， 不 保 湿
1734,_,很不错,0,整体,气 垫 很 不 错 ， 不 浮 粉 ， 不 跑 妆
2693,清理力,强,0,功效,洗 面 奶 很 温 和 ， 清 理 力 也 强 ， 值 得 推 荐
73,_,比较补水,0,功效,面 膜 比 较 补 水 ， 蛮 好 的
495,_,刺激皮肤,1,使用体验,这 款 洗 面 奶 会 刺 激 皮 肤 ， 而 且 洗 完 后 会 紧 绷
454,_,物美价廉,0,价格,超 级 好 用 ， 物 美 价 廉 ， 效 果 也 超 级 好 。 用 了 之 后 感 觉 皮 肤 明 显 变 好 。
1811,_,还可以,0,整体,还 可 以 吧 一 直 在 用
545,补水效果,还不错,0,功效,买 了 好 几 次 了 ， 补 水 效 果 感 觉 还 不 错 ， 就 是 优 惠 力 度 感 觉 没 有 以 前 大 了 ！
2515,_,是正品,0,真伪,是 正 品 ， 和 实 体 店 买 的 一 样 的 ， 网 购 比 较 优 惠 了 ， 还 送 了 一 个 漂 亮 的 晚 宴 包 ， 大 气 上 档 次 ， 很 喜 欢
396,_,很喜欢,0,整体,一 直 用 这 个 产 品 很 喜 欢
354,_,量大耐用,0,其他,第 二 次 购 买 了 ， 温 和 卸 妆 无 负 担 ， 卸 眼 妆 都 不 会 感 觉 刺 激 ， 也 不 干 ， 卸 的 干 净 ， 量 大 耐 用 。 挺 喜 欢 的
2140,_,不错,0,整体,不 错 ， 相 信 * * * ，
2224,_,非常喜欢,0,整体,很 好 的 宝 贝 ， 非 常 喜 欢 ， 物 流 也 快 ， 服 务 很 好 ， 赞 一 下
642,_,还可以吧,0,整体,还 可 以 吧 ， 不 是 那 么 水 润 ， 味 道 有 点 大 ， 物 流 挺 快 的 。
788,_,很不错,0,整体,帮 同 事 购 买 的 ， 说 超 级 好 用 。 很 不 错 的 一 款 哟
1770,_,很实惠,0,价格,好 用 ， 一 直 都 得 上 面 买 呢 很 实 惠
2072,_,还可以,0,整体,今 天 试 了 一 下 ， 刚 上 脸 觉 得 有 些 黏 腻 ， 但 是 等 一 会 就 好 了 ， 肤 感 还 可 以 。
1342,_,很薄,0,使用体验,很 薄 ！ 服 帖 ！ 也 不 黏 糊 糊 ， 还 可 以 ！ 毕 竟 价 格 合 理
2840,_,挺好,0,整体,经 过 使 用 ， 感 觉 挺 好
2030,_,不干燥,0,使用体验,涂 上 很 自 然 很 均 匀 ， 不 干 燥 ， 好 卸 妆 ， 值 得 拥 有
2209,_,很便宜,0,价格,还 可 以 吧 。 主 要 是 活 动 的 时 候 下 单 的 ， 很 便 宜 ， 很 划 算 ， 水 分 很 多
1523,_,很放心,0,整体,物 流 挺 快 的 ， 头 一 天 订 。 第 二 天 用 就 到 啦 。 是 正 品 ， 用 着 很 放 心 。 以 后 还 会 继 续 再 买 的 。
865,_,非常棒,0,整体,送 货 快 ， 服 务 好 ， 非 常 棒
1814,_,滑滑的,0,使用体验,洗 完 脸 上 滑 滑 的 ， 不 紧 绷 ！
1487,瓶子,新款,0,包装,好 用 ， 不 油 腻 ， 喜 欢 ， 新 款 的 瓶 子 ， 用 起 来 也 方 便
2431,_,漂亮,0,包装,特 划 算 ， 送 的 面 膜 盒 也 漂 亮 ， 上 档 次
2086,_,不错,0,整体,不 错 ， 很 好 用 ， 客 服 也 很 细 心 ， 态 度 也 非 常 好 ， 我 的 问 题 都 一 一 做 了 回 答
266,气味,淡淡的,0,气味,用 过 多 次 ， 一 直 在 这 家 买 ， 气 味 淡 淡 的 ， 很 滋 润
1400,保质期,_,2,新鲜度,对 比 了 现 有 用 的 ， 应 该 是 正 品 吧 ， 保 质 期 & 年 & 月 ， 在 范 围 内
2626,_,很好用,0,整体,很 好 用 的 一 款 面 膜 ， 妈 妈 很 喜 欢 ， ? ( ? ? ? & @
344,_,很好,0,整体,面 膜 很 好 ， 很 水 润 ， 物 美 价 廉 ， 喜 欢
1342,_,不黏糊糊,0,使用体验,很 薄 ！ 服 帖 ！ 也 不 黏 糊 糊 ， 还 可 以 ！ 毕 竟 价 格 合 理
1127,_,有点失望,1,整体,东 西 收 到 了 有 点 失 望 ， 日 期 不 是 新 的 很 近 至 于 产 品 就 不 知 道 怎 样 了
1269,_,很不错,0,整体,买 给 自 己 妈 妈 用 的 洗 面 奶 她 很 喜 欢 我 也 觉 得 很 不 错 的 呀 真 的 超 级 棒
919,_,挺细腻的,0,使用体验,第 一 次 购 买 ， 试 用 后 挺 细 腻 的 能 够 很 好 的 提 亮 肤 色 。 以 后 就 用 这 家 的 ， 隔 离 霜 了 。
288,价格,便宜,0,价格,价 格 便 宜 活 动 给 力 ， 夏 天 防 晒 配 卸 妆 ， 不 错 。
2026,_,喜欢,0,整体,非 常 好 用 的 一 款 面 膜 ， 贴 着 很 水 润 ， 一 点 刺 激 感 都 没 有 ！ 很 舒 服 ！ 喜 欢 ? ?
1052,遮暇,一般般,2,功效,持 妆 和 控 油 效 果 都 不 错 ， 遮 暇 一 般 般
68,_,很满意,0,整体,一 直 选 择 * * * * ， 现 在 感 觉 * * 的 价 格 优 势 比 不 过 ~ 了 ， 只 剩 下 次 日 达 还 能 安 慰 一 下 产 品 挺 好 用 ， 老 婆 很 满 意
661,_,挺好的,0,整体,挺 好 的 ， 实 体 店 都 说 停 产 了 ， 买 不 到 ， 只 能 在 网 上 买 ， 感 觉 和 实 体 店 买 的 一 样 ， 不 错 的
440,酒精味,好浓,1,使用体验,酒 精 味 好 浓
2614,_,实惠,0,价格,面 膜 太 好 用 了 超 喜 欢 又 实 惠
447,_,不油不腻,0,使用体验,还 可 以 吧 ， 不 油 不 腻
1408,_,超级划算,0,价格,拍 一 发 了 三 个 ， 超 级 划 算 ， 而 且 还 很 好 用 ， 好 服 帖 不 卡 粉 ， 值 得 信 赖
1647,_,很好,0,整体,很 好 ， 水 份 充 足 ， 保 湿 效 果 ， 棒
304,_,不油腻,0,使用体验,气 垫 还 不 错 ， 轻 薄 不 油 腻 ， 还 送 了 两 个 替 换 装
3015,_,蛮好的,0,整体,用 下 来 感 觉 蛮 好 的 ， 以 后 会 一 直 用
2788,物流,很快,0,物流,第 一 次 在 * * 买 面 膜 ， 物 流 很 快 ， 面 膜 很 好 用 ， 下 次 还 要 再 来 买
2048,_,超级好,0,整体,非 常 好 ， 一 直 用 这 个 牌 子 的 隔 离 ， 超 级 好
109,_,还不错,0,整体,感 觉 还 不 错 啊 ， 和 我 的 皮 肤 颜 色 相 近 ， 喜 欢 ！
1922,_,相当不错,0,整体,用 着 感 觉 相 当 不 错 ， 很 水 润 ， 很 舒 服 ， 以 后 会 一 直 买
752,快递,很给力,0,物流,一 直 在 用 * * * 的 产 品 ， 好 用 值 得 信 赖 ！ 快 递 也 很 给 力 ！ ?
557,_,挺干净,0,功效,确 实 挺 好 用 ， 挺 舒 服 ， 挺 干 净 ！ ！ ！ ！ 之 前 也 考 虑 过 其 它 的 ， 感 觉 这 个 性 价 比 高 ！
2577,_,很喜欢,0,整体,很 喜 欢 ， 也 挺 好 用 的
286,_,挺好闻的,0,气味,挺 好 闻 的 ， 不 假 白 亮 肤 滋 润 ， 第 一 次 买 到 那 么 好 的 隔 离 霜 。
1054,_,快,0,物流,双 & 活 动 买 的 ， 还 没 开 始 用 不 知 道 怎 么 样 ， 总 之 喜 欢 在 * * 购 买 东 西 ， 快
1403,_,挺好用的,0,整体,挺 好 用 的 不 错 ， 准 备 给 朋 友 在 买
651,_,可以的,0,整体,两 瓶 一 大 一 小 ， 小 的 做 旅 行 装 ， 总 得 来 说 还 是 可 以 的
3073,_,挺划算的,0,价格,买 一 发 三 ， 挺 划 算 的 ， 相 信 * * ， 用 完 还 来 。
1904,_,轻薄,0,使用体验,遮 瑕 力 一 般 、 主 要 是 轻 薄 、 提 亮 肤 色 、 建 议 黄 皮 的 买 自 然 色 或 者 无 瑕 色
