id,Reviews,ID,AspectTerms,Opinions,Polarities,Categories,Review
544,补水不错 挺好用的,544.0,补水,不错,正面,功效,补 水 不 错 挺 好 用 的
544,补水不错 挺好用的,544.0,_,挺好用的,正面,整体,补 水 不 错 挺 好 用 的
545,包装很简陋，还没用，囤货,545.0,包装,很简陋,正面,包装,包 装 很 简 陋 ， 还 没 用 ， 囤 货
546,老顾客了，一直用这个牌子，补水效果不错，还送了许多礼物！,546.0,补水效果,不错,正面,功效,老 顾 客 了 ， 一 直 用 这 个 牌 子 ， 补 水 效 果 不 错 ， 还 送 了 许 多 礼 物 ！
547,还没用、跟实体店一样应该是正品实惠,547.0,_,是正品,正面,真伪,还 没 用 、 跟 实 体 店 一 样 应 该 是 正 品 实 惠
547,还没用、跟实体店一样应该是正品实惠,547.0,_,实惠,正面,价格,还 没 用 、 跟 实 体 店 一 样 应 该 是 正 品 实 惠
548,收到很满意 也很实惠,548.0,_,很满意,正面,整体,收 到 很 满 意 也 很 实 惠
548,收到很满意 也很实惠,548.0,_,很实惠,正面,价格,收 到 很 满 意 也 很 实 惠
549,还没用，不知道效果怎么样。但还是感谢**的物流。,549.0,物流,_,正面,物流,还 没 用 ， 不 知 道 效 果 怎 么 样 。 但 还 是 感 谢 * * 的 物 流 。
550,**的物流值得信赖，产品很满意。,550.0,物流,_,正面,物流,* * 的 物 流 值 得 信 赖 ， 产 品 很 满 意 。
550,**的物流值得信赖，产品很满意。,550.0,_,很满意,正面,整体,* * 的 物 流 值 得 信 赖 ， 产 品 很 满 意 。
551,不好，会过敏，清洁能力差，香味太浓,551.0,_,不好,负面,整体,不 好 ， 会 过 敏 ， 清 洁 能 力 差 ， 香 味 太 浓
551,不好，会过敏，清洁能力差，香味太浓,551.0,_,会过敏,负面,使用体验,不 好 ， 会 过 敏 ， 清 洁 能 力 差 ， 香 味 太 浓
551,不好，会过敏，清洁能力差，香味太浓,551.0,清洁能力,差,负面,功效,不 好 ， 会 过 敏 ， 清 洁 能 力 差 ， 香 味 太 浓
551,不好，会过敏，清洁能力差，香味太浓,551.0,香味,太浓,负面,气味,不 好 ， 会 过 敏 ， 清 洁 能 力 差 ， 香 味 太 浓
552,物廉价美一次性买了六盒哦！在实体店里面根本买不到这么优惠的产品哦！,552.0,_,物廉价美,正面,价格,物 廉 价 美 一 次 性 买 了 六 盒 哦 ！ 在 实 体 店 里 面 根 本 买 不 到 这 么 优 惠 的 产 品 哦 ！
552,物廉价美一次性买了六盒哦！在实体店里面根本买不到这么优惠的产品哦！,552.0,_,这么优惠,正面,价格,物 廉 价 美 一 次 性 买 了 六 盒 哦 ！ 在 实 体 店 里 面 根 本 买 不 到 这 么 优 惠 的 产 品 哦 ！
553,味道很难形容，我很讨厌,553.0,味道,很难形容,负面,气味,味 道 很 难 形 容 ， 我 很 讨 厌
554,用了一段时间才来评价的，很好用，不卡粉，上装很自然，紫色的上装皮肤明显白了一个度，滑滑的，很喜欢,554.0,_,很好用,正面,整体,用 了 一 段 时 间 才 来 评 价 的 ， 很 好 用 ， 不 卡 粉 ， 上 装 很 自 然 ， 紫 色 的 上 装 皮 肤 明 显 白 了 一 个 度 ， 滑 滑 的 ， 很 喜 欢
554,用了一段时间才来评价的，很好用，不卡粉，上装很自然，紫色的上装皮肤明显白了一个度，滑滑的，很喜欢,554.0,_,不卡粉,正面,使用体验,用 了 一 段 时 间 才 来 评 价 的 ， 很 好 用 ， 不 卡 粉 ， 上 装 很 自 然 ， 紫 色 的 上 装 皮 肤 明 显 白 了 一 个 度 ， 滑 滑 的 ， 很 喜 欢
554,用了一段时间才来评价的，很好用，不卡粉，上装很自然，紫色的上装皮肤明显白了一个度，滑滑的，很喜欢,554.0,上装,很自然,正面,包装,用 了 一 段 时 间 才 来 评 价 的 ， 很 好 用 ， 不 卡 粉 ， 上 装 很 自 然 ， 紫 色 的 上 装 皮 肤 明 显 白 了 一 个 度 ， 滑 滑 的 ， 很 喜 欢
554,用了一段时间才来评价的，很好用，不卡粉，上装很自然，紫色的上装皮肤明显白了一个度，滑滑的，很喜欢,554.0,_,白了一个度,正面,功效,用 了 一 段 时 间 才 来 评 价 的 ， 很 好 用 ， 不 卡 粉 ， 上 装 很 自 然 ， 紫 色 的 上 装 皮 肤 明 显 白 了 一 个 度 ， 滑 滑 的 ， 很 喜 欢
554,用了一段时间才来评价的，很好用，不卡粉，上装很自然，紫色的上装皮肤明显白了一个度，滑滑的，很喜欢,554.0,_,滑滑的,正面,使用体验,用 了 一 段 时 间 才 来 评 价 的 ， 很 好 用 ， 不 卡 粉 ， 上 装 很 自 然 ， 紫 色 的 上 装 皮 肤 明 显 白 了 一 个 度 ， 滑 滑 的 ， 很 喜 欢
554,用了一段时间才来评价的，很好用，不卡粉，上装很自然，紫色的上装皮肤明显白了一个度，滑滑的，很喜欢,554.0,_,很喜欢,正面,整体,用 了 一 段 时 间 才 来 评 价 的 ， 很 好 用 ， 不 卡 粉 ， 上 装 很 自 然 ， 紫 色 的 上 装 皮 肤 明 显 白 了 一 个 度 ， 滑 滑 的 ， 很 喜 欢
555,还不错，挺滋润。,555.0,_,还不错,正面,整体,还 不 错 ， 挺 滋 润 。
555,还不错，挺滋润。,555.0,_,挺滋润,正面,使用体验,还 不 错 ， 挺 滋 润 。
556,收到的货物包装很精致。话说态度决定一切，依我一贯认准的品牌，是信任的。挺好的。,556.0,货物,_,正面,物流,收 到 的 货 物 包 装 很 精 致 。 话 说 态 度 决 定 一 切 ， 依 我 一 贯 认 准 的 品 牌 ， 是 信 任 的 。 挺 好 的 。
556,收到的货物包装很精致。话说态度决定一切，依我一贯认准的品牌，是信任的。挺好的。,556.0,包装,很精致,正面,包装,收 到 的 货 物 包 装 很 精 致 。 话 说 态 度 决 定 一 切 ， 依 我 一 贯 认 准 的 品 牌 ， 是 信 任 的 。 挺 好 的 。
556,收到的货物包装很精致。话说态度决定一切，依我一贯认准的品牌，是信任的。挺好的。,556.0,态度,_,正面,物流,收 到 的 货 物 包 装 很 精 致 。 话 说 态 度 决 定 一 切 ， 依 我 一 贯 认 准 的 品 牌 ， 是 信 任 的 。 挺 好 的 。
556,收到的货物包装很精致。话说态度决定一切，依我一贯认准的品牌，是信任的。挺好的。,556.0,_,挺好的,正面,整体,收 到 的 货 物 包 装 很 精 致 。 话 说 态 度 决 定 一 切 ， 依 我 一 贯 认 准 的 品 牌 ， 是 信 任 的 。 挺 好 的 。
557,**快递很快，上午买的下午就到了，面膜也很好，还送了一个装面膜的小盒子，放心购买，极力推荐。,557.0,快递,很快,正面,物流,* * 快 递 很 快 ， 上 午 买 的 下 午 就 到 了 ， 面 膜 也 很 好 ， 还 送 了 一 个 装 面 膜 的 小 盒 子 ， 放 心 购 买 ， 极 力 推 荐 。
558,面膜很好用，一直就用这款面膜,558.0,_,很好用,正面,整体,面 膜 很 好 用 ， 一 直 就 用 这 款 面 膜
559,老会员了，一直用***的护肤品，不错,559.0,_,不错,正面,整体,老 会 员 了 ， 一 直 用 * * * 的 护 肤 品 ， 不 错
560,不怎么好用，气垫做的不好,560.0,_,不怎么好用,负面,整体,不 怎 么 好 用 ， 气 垫 做 的 不 好
560,不怎么好用，气垫做的不好,560.0,_,不好,负面,整体,不 怎 么 好 用 ， 气 垫 做 的 不 好
561,一分钱拼购的就???还想咋样，买是买不来的，精华很多，很舒服,561.0,精华,很多,正面,成分,一 分 钱 拼 购 的 就 ? ? ? 还 想 咋 样 ， 买 是 买 不 来 的 ， 精 华 很 多 ， 很 舒 服
561,一分钱拼购的就???还想咋样，买是买不来的，精华很多，很舒服,561.0,_,很舒服,正面,使用体验,一 分 钱 拼 购 的 就 ? ? ? 还 想 咋 样 ， 买 是 买 不 来 的 ， 精 华 很 多 ， 很 舒 服
562,一直用的这个品牌，吸收也算挺好,562.0,吸收,算,正面,使用体验,一 直 用 的 这 个 品 牌 ， 吸 收 也 算 挺 好
563,感觉没什么用，还不如买整套去黑头的,563.0,_,没什么用,负面,整体,感 觉 没 什 么 用 ， 还 不 如 买 整 套 去 黑 头 的
564,买给妈妈的 补水,564.0,_,补水,正面,功效,买 给 妈 妈 的 补 水
565,宝贝以收到，因为以前用过几次感觉不错，就有买了23片请大家放心够买。,565.0,_,不错,正面,整体,宝 贝 以 收 到 ， 因 为 以 前 用 过 几 次 感 觉 不 错 ， 就 有 买 了 & 片 请 大 家 放 心 够 买 。
566,整体感觉还可以，包装也很不错，感觉好的话，下次还会购买?,566.0,_,还可以,正面,整体,整 体 感 觉 还 可 以 ， 包 装 也 很 不 错 ， 感 觉 好 的 话 ， 下 次 还 会 购 买 ?
566,整体感觉还可以，包装也很不错，感觉好的话，下次还会购买?,566.0,包装,很不错,正面,包装,整 体 感 觉 还 可 以 ， 包 装 也 很 不 错 ， 感 觉 好 的 话 ， 下 次 还 会 购 买 ?
567,不怎么的好,567.0,_,不怎么的好,负面,整体,不 怎 么 的 好
568,挺好的，调整肤色，蛮好用呢！就是稍微味道大点，其他都不错！,568.0,_,挺好的,正面,整体,挺 好 的 ， 调 整 肤 色 ， 蛮 好 用 呢 ！ 就 是 稍 微 味 道 大 点 ， 其 他 都 不 错 ！
568,挺好的，调整肤色，蛮好用呢！就是稍微味道大点，其他都不错！,568.0,_,调整肤色,正面,功效,挺 好 的 ， 调 整 肤 色 ， 蛮 好 用 呢 ！ 就 是 稍 微 味 道 大 点 ， 其 他 都 不 错 ！
568,挺好的，调整肤色，蛮好用呢！就是稍微味道大点，其他都不错！,568.0,_,蛮好用,正面,整体,挺 好 的 ， 调 整 肤 色 ， 蛮 好 用 呢 ！ 就 是 稍 微 味 道 大 点 ， 其 他 都 不 错 ！
568,挺好的，调整肤色，蛮好用呢！就是稍微味道大点，其他都不错！,568.0,味道,大点,中性,气味,挺 好 的 ， 调 整 肤 色 ， 蛮 好 用 呢 ！ 就 是 稍 微 味 道 大 点 ， 其 他 都 不 错 ！
568,挺好的，调整肤色，蛮好用呢！就是稍微味道大点，其他都不错！,568.0,_,不错,正面,整体,挺 好 的 ， 调 整 肤 色 ， 蛮 好 用 呢 ！ 就 是 稍 微 味 道 大 点 ， 其 他 都 不 错 ！
569,不是很白，不是遮暇的，太差劲了,569.0,_,不是很白,负面,功效,不 是 很 白 ， 不 是 遮 暇 的 ， 太 差 劲 了
569,不是很白，不是遮暇的，太差劲了,569.0,_,不是遮暇,负面,功效,不 是 很 白 ， 不 是 遮 暇 的 ， 太 差 劲 了
569,不是很白，不是遮暇的，太差劲了,569.0,_,太差劲了,正面,整体,不 是 很 白 ， 不 是 遮 暇 的 ， 太 差 劲 了
570,味道比较大，不适合我的肤色。有点太白了。,570.0,味道,比较大,负面,气味,味 道 比 较 大 ， 不 适 合 我 的 肤 色 。 有 点 太 白 了 。
570,味道比较大，不适合我的肤色。有点太白了。,570.0,_,不适合,负面,功效,味 道 比 较 大 ， 不 适 合 我 的 肤 色 。 有 点 太 白 了 。
570,味道比较大，不适合我的肤色。有点太白了。,570.0,_,有点太白了,负面,功效,味 道 比 较 大 ， 不 适 合 我 的 肤 色 。 有 点 太 白 了 。
571,很不错 一直用这家的面膜,571.0,_,很不错,正面,整体,很 不 错 一 直 用 这 家 的 面 膜
572,不好用 没有泡泡 感觉洗不干净 味道很大,572.0,_,不好用,负面,整体,不 好 用 没 有 泡 泡 感 觉 洗 不 干 净 味 道 很 大
572,不好用 没有泡泡 感觉洗不干净 味道很大,572.0,_,洗不干净,负面,使用体验,不 好 用 没 有 泡 泡 感 觉 洗 不 干 净 味 道 很 大
572,不好用 没有泡泡 感觉洗不干净 味道很大,572.0,味道,很大,负面,气味,不 好 用 没 有 泡 泡 感 觉 洗 不 干 净 味 道 很 大
573,产品很好，效果不错，对于皮暗黄的我很适用，气味也很清香，,573.0,_,很好,正面,整体,产 品 很 好 ， 效 果 不 错 ， 对 于 皮 暗 黄 的 我 很 适 用 ， 气 味 也 很 清 香 ，
573,产品很好，效果不错，对于皮暗黄的我很适用，气味也很清香，,573.0,_,不错,正面,整体,产 品 很 好 ， 效 果 不 错 ， 对 于 皮 暗 黄 的 我 很 适 用 ， 气 味 也 很 清 香 ，
573,产品很好，效果不错，对于皮暗黄的我很适用，气味也很清香，,573.0,气味,很清香,正面,气味,产 品 很 好 ， 效 果 不 错 ， 对 于 皮 暗 黄 的 我 很 适 用 ， 气 味 也 很 清 香 ，
574,领券买的，好划算，无限回购的一款面膜,574.0,_,好划算,正面,价格,领 券 买 的 ， 好 划 算 ， 无 限 回 购 的 一 款 面 膜
575,就那样反正不敢用,575.0,_,不敢用,负面,整体,就 那 样 反 正 不 敢 用
576,感觉还蛮好的，用完会继续购买,576.0,_,还蛮好的,正面,整体,感 觉 还 蛮 好 的 ， 用 完 会 继 续 购 买
577,非常的好用，泡沫细腻，温和不刺激 清洁能力强，还会回购的 大爱,577.0,_,非常的好用,正面,整体,非 常 的 好 用 ， 泡 沫 细 腻 ， 温 和 不 刺 激 清 洁 能 力 强 ， 还 会 回 购 的 大 爱
577,非常的好用，泡沫细腻，温和不刺激 清洁能力强，还会回购的 大爱,577.0,泡沫,细腻,正面,使用体验,非 常 的 好 用 ， 泡 沫 细 腻 ， 温 和 不 刺 激 清 洁 能 力 强 ， 还 会 回 购 的 大 爱
577,非常的好用，泡沫细腻，温和不刺激 清洁能力强，还会回购的 大爱,577.0,_,温和,正面,使用体验,非 常 的 好 用 ， 泡 沫 细 腻 ， 温 和 不 刺 激 清 洁 能 力 强 ， 还 会 回 购 的 大 爱
577,非常的好用，泡沫细腻，温和不刺激 清洁能力强，还会回购的 大爱,577.0,_,不刺激,正面,使用体验,非 常 的 好 用 ， 泡 沫 细 腻 ， 温 和 不 刺 激 清 洁 能 力 强 ， 还 会 回 购 的 大 爱
577,非常的好用，泡沫细腻，温和不刺激 清洁能力强，还会回购的 大爱,577.0,清洁能力,强,正面,功效,非 常 的 好 用 ， 泡 沫 细 腻 ， 温 和 不 刺 激 清 洁 能 力 强 ， 还 会 回 购 的 大 爱
578,收到试了一下，干皮千万别买，挺干的，持妆效果还可以,578.0,_,挺干的,负面,使用体验,收 到 试 了 一 下 ， 干 皮 千 万 别 买 ， 挺 干 的 ， 持 妆 效 果 还 可 以
578,收到试了一下，干皮千万别买，挺干的，持妆效果还可以,578.0,持妆效果,还可以,正面,功效,收 到 试 了 一 下 ， 干 皮 千 万 别 买 ， 挺 干 的 ， 持 妆 效 果 还 可 以
579,特别好用，使用了几天才来评价的,579.0,_,特别好用,正面,整体,特 别 好 用 ， 使 用 了 几 天 才 来 评 价 的
580,店家很有心，每个都包的很好，还送了小礼物，东西不错，看了好久才买的，用好了还会继续光顾的的？,580.0,小礼,_,正面,价格,店 家 很 有 心 ， 每 个 都 包 的 很 好 ， 还 送 了 小 礼 物 ， 东 西 不 错 ， 看 了 好 久 才 买 的 ， 用 好 了 还 会 继 续 光 顾 的 的 ？
580,店家很有心，每个都包的很好，还送了小礼物，东西不错，看了好久才买的，用好了还会继续光顾的的？,580.0,_,不错,正面,整体,店 家 很 有 心 ， 每 个 都 包 的 很 好 ， 还 送 了 小 礼 物 ， 东 西 不 错 ， 看 了 好 久 才 买 的 ， 用 好 了 还 会 继 续 光 顾 的 的 ？
581,收到宝贝打开一看，挺不错身，不过过没用，等用过再来追评。,581.0,_,挺不错,正面,功效,收 到 宝 贝 打 开 一 看 ， 挺 不 错 身 ， 不 过 过 没 用 ， 等 用 过 再 来 追 评 。
582,好用，用完皮肤滑滑的，保湿效果很好,582.0,_,好用,正面,整体,好 用 ， 用 完 皮 肤 滑 滑 的 ， 保 湿 效 果 很 好
582,好用，用完皮肤滑滑的，保湿效果很好,582.0,_,滑滑的,正面,使用体验,好 用 ， 用 完 皮 肤 滑 滑 的 ， 保 湿 效 果 很 好
582,好用，用完皮肤滑滑的，保湿效果很好,582.0,保湿效果,很好,正面,功效,好 用 ， 用 完 皮 肤 滑 滑 的 ， 保 湿 效 果 很 好
583,很满意的一次购物！非常高兴！东西还没用看着很不错！,583.0,_,很满意,正面,整体,很 满 意 的 一 次 购 物 ！ 非 常 高 兴 ！ 东 西 还 没 用 看 着 很 不 错 ！
583,很满意的一次购物！非常高兴！东西还没用看着很不错！,583.0,_,非常高兴,正面,整体,很 满 意 的 一 次 购 物 ！ 非 常 高 兴 ！ 东 西 还 没 用 看 着 很 不 错 ！
583,很满意的一次购物！非常高兴！东西还没用看着很不错！,583.0,_,很不错,正面,整体,很 满 意 的 一 次 购 物 ！ 非 常 高 兴 ！ 东 西 还 没 用 看 着 很 不 错 ！
584,贴上无不适感，透气好，满意！,584.0,_,无不适感,正面,使用体验,贴 上 无 不 适 感 ， 透 气 好 ， 满 意 ！
584,贴上无不适感，透气好，满意！,584.0,透气,好,正面,使用体验,贴 上 无 不 适 感 ， 透 气 好 ， 满 意 ！
584,贴上无不适感，透气好，满意！,584.0,_,满意,正面,整体,贴 上 无 不 适 感 ， 透 气 好 ， 满 意 ！
585,盒装-应该是用比较便宜的盒子，粗糙，能看见旁边胶水痕迹，有些味儿。  产品-还没挤已留流出来，如其名8杯水。油腻感觉，没感涂上面，当洗手液用吧。,585.0,装,_,负面,包装,盒 装 - 应 该 是 用 比 较 便 宜 的 盒 子 ， 粗 糙 ， 能 看 见 旁 边 胶 水 痕 迹 ， 有 些 味 儿 。 产 品 - 还 没 挤 已 留 流 出 来 ， 如 其 名 & 杯 水 。 油 腻 感 觉 ， 没 感 涂 上 面 ， 当 洗 手 液 用 吧 。
585,盒装-应该是用比较便宜的盒子，粗糙，能看见旁边胶水痕迹，有些味儿。  产品-还没挤已留流出来，如其名8杯水。油腻感觉，没感涂上面，当洗手液用吧。,585.0,_,比较便宜,正面,价格,盒 装 - 应 该 是 用 比 较 便 宜 的 盒 子 ， 粗 糙 ， 能 看 见 旁 边 胶 水 痕 迹 ， 有 些 味 儿 。 产 品 - 还 没 挤 已 留 流 出 来 ， 如 其 名 & 杯 水 。 油 腻 感 觉 ， 没 感 涂 上 面 ， 当 洗 手 液 用 吧 。
585,盒装-应该是用比较便宜的盒子，粗糙，能看见旁边胶水痕迹，有些味儿。  产品-还没挤已留流出来，如其名8杯水。油腻感觉，没感涂上面，当洗手液用吧。,585.0,盒子,粗糙,负面,包装,盒 装 - 应 该 是 用 比 较 便 宜 的 盒 子 ， 粗 糙 ， 能 看 见 旁 边 胶 水 痕 迹 ， 有 些 味 儿 。 产 品 - 还 没 挤 已 留 流 出 来 ， 如 其 名 & 杯 水 。 油 腻 感 觉 ， 没 感 涂 上 面 ， 当 洗 手 液 用 吧 。
585,盒装-应该是用比较便宜的盒子，粗糙，能看见旁边胶水痕迹，有些味儿。  产品-还没挤已留流出来，如其名8杯水。油腻感觉，没感涂上面，当洗手液用吧。,585.0,_,有些味,负面,气味,盒 装 - 应 该 是 用 比 较 便 宜 的 盒 子 ， 粗 糙 ， 能 看 见 旁 边 胶 水 痕 迹 ， 有 些 味 儿 。 产 品 - 还 没 挤 已 留 流 出 来 ， 如 其 名 & 杯 水 。 油 腻 感 觉 ， 没 感 涂 上 面 ， 当 洗 手 液 用 吧 。
585,盒装-应该是用比较便宜的盒子，粗糙，能看见旁边胶水痕迹，有些味儿。  产品-还没挤已留流出来，如其名8杯水。油腻感觉，没感涂上面，当洗手液用吧。,585.0,_,油腻,负面,使用体验,盒 装 - 应 该 是 用 比 较 便 宜 的 盒 子 ， 粗 糙 ， 能 看 见 旁 边 胶 水 痕 迹 ， 有 些 味 儿 。 产 品 - 还 没 挤 已 留 流 出 来 ， 如 其 名 & 杯 水 。 油 腻 感 觉 ， 没 感 涂 上 面 ， 当 洗 手 液 用 吧 。
586,很好，妈妈很喜欢，下次还会购买的，信任**,586.0,_,很好,正面,整体,很 好 ， 妈 妈 很 喜 欢 ， 下 次 还 会 购 买 的 ， 信 任 * *
586,很好，妈妈很喜欢，下次还会购买的，信任**,586.0,_,很喜欢,正面,整体,很 好 ， 妈 妈 很 喜 欢 ， 下 次 还 会 购 买 的 ， 信 任 * *
587,很不错的隔离。,587.0,_,很不错,正面,整体,很 不 错 的 隔 离 。
588,上妆效果：抹了以后挺香的 持久情况：还好 适合肤质：干皮,588.0,上妆效果,挺香的,正面,功效,上 妆 效 果 ： 抹 了 以 后 挺 香 的 持 久 情 况 ： 还 好 适 合 肤 质 ： 干 皮
588,上妆效果：抹了以后挺香的 持久情况：还好 适合肤质：干皮,588.0,持久情况,还好,正面,功效,上 妆 效 果 ： 抹 了 以 后 挺 香 的 持 久 情 况 ： 还 好 适 合 肤 质 ： 干 皮
589,还没用呢 不过感觉是正品！,589.0,_,是正品,正面,真伪,还 没 用 呢 不 过 感 觉 是 正 品 ！
590,好用，特别润，补水效果好，每天用，也不心疼,590.0,_,好用,正面,整体,好 用 ， 特 别 润 ， 补 水 效 果 好 ， 每 天 用 ， 也 不 心 疼
590,好用，特别润，补水效果好，每天用，也不心疼,590.0,_,特别润,正面,使用体验,好 用 ， 特 别 润 ， 补 水 效 果 好 ， 每 天 用 ， 也 不 心 疼
590,好用，特别润，补水效果好，每天用，也不心疼,590.0,补水效果,好,正面,功效,好 用 ， 特 别 润 ， 补 水 效 果 好 ， 每 天 用 ， 也 不 心 疼
591,还是原包装比较高大上，现在的包装太土了，跟杂牌的一个样,591.0,包装,比较高大上,负面,包装,还 是 原 包 装 比 较 高 大 上 ， 现 在 的 包 装 太 土 了 ， 跟 杂 牌 的 一 个 样
591,还是原包装比较高大上，现在的包装太土了，跟杂牌的一个样,591.0,包装,太土了,负面,包装,还 是 原 包 装 比 较 高 大 上 ， 现 在 的 包 装 太 土 了 ， 跟 杂 牌 的 一 个 样
592,好用不刺激皮肤,592.0,_,好用,正面,整体,好 用 不 刺 激 皮 肤
592,好用不刺激皮肤,592.0,_,不刺激,正面,使用体验,好 用 不 刺 激 皮 肤
593,颜值高啊，包装很漂亮，看一眼就喜欢上，不过还没贴，25毫升一片，应该不错！,593.0,颜值,高啊,正面,包装,颜 值 高 啊 ， 包 装 很 漂 亮 ， 看 一 眼 就 喜 欢 上 ， 不 过 还 没 贴 ， & 毫 升 一 片 ， 应 该 不 错 ！
593,颜值高啊，包装很漂亮，看一眼就喜欢上，不过还没贴，25毫升一片，应该不错！,593.0,包装,很漂亮,正面,包装,颜 值 高 啊 ， 包 装 很 漂 亮 ， 看 一 眼 就 喜 欢 上 ， 不 过 还 没 贴 ， & 毫 升 一 片 ， 应 该 不 错 ！
593,颜值高啊，包装很漂亮，看一眼就喜欢上，不过还没贴，25毫升一片，应该不错！,593.0,_,不错,正面,整体,颜 值 高 啊 ， 包 装 很 漂 亮 ， 看 一 眼 就 喜 欢 上 ， 不 过 还 没 贴 ， & 毫 升 一 片 ， 应 该 不 错 ！
594,保湿效果不错。,594.0,保湿效果,不错,正面,功效,保 湿 效 果 不 错 。
595,两天就到货，快递小哥辛苦速度飞快，产品挺细腻，第一次用，希望有效果，谢谢,595.0,快递小哥,_,正面,物流,两 天 就 到 货 ， 快 递 小 哥 辛 苦 速 度 飞 快 ， 产 品 挺 细 腻 ， 第 一 次 用 ， 希 望 有 效 果 ， 谢 谢
595,两天就到货，快递小哥辛苦速度飞快，产品挺细腻，第一次用，希望有效果，谢谢,595.0,速度,飞快,正面,物流,两 天 就 到 货 ， 快 递 小 哥 辛 苦 速 度 飞 快 ， 产 品 挺 细 腻 ， 第 一 次 用 ， 希 望 有 效 果 ， 谢 谢
595,两天就到货，快递小哥辛苦速度飞快，产品挺细腻，第一次用，希望有效果，谢谢,595.0,_,挺细腻,正面,使用体验,两 天 就 到 货 ， 快 递 小 哥 辛 苦 速 度 飞 快 ， 产 品 挺 细 腻 ， 第 一 次 用 ， 希 望 有 效 果 ， 谢 谢
596,好评 帮姐姐买的,596.0,_,好评,正面,整体,好 评 帮 姐 姐 买 的
597,连续用了几年这个面膜了很好.........,597.0,_,很好,正面,整体,连 续 用 了 几 年 这 个 面 膜 了 很 好 . . . . . . . . .
598,不敢用脸上,_,_,_,_,_,_
599,买的樱花，挺白的，不过隔离效果不好,599.0,_,挺白的,正面,功效,买 的 樱 花 ， 挺 白 的 ， 不 过 隔 离 效 果 不 好
599,买的樱花，挺白的，不过隔离效果不好,599.0,隔离效果,不好,负面,功效,买 的 樱 花 ， 挺 白 的 ， 不 过 隔 离 效 果 不 好
600,可以，挺好的,600.0,_,可以,正面,整体,可 以 ， 挺 好 的
600,可以，挺好的,600.0,_,挺好的,正面,整体,可 以 ， 挺 好 的
601,喜欢?，不油腻而且细腻均匀，用完很自然，大爱,601.0,_,喜欢,正面,整体,喜 欢 ? ， 不 油 腻 而 且 细 腻 均 匀 ， 用 完 很 自 然 ， 大 爱
601,喜欢?，不油腻而且细腻均匀，用完很自然，大爱,601.0,_,不油腻,正面,使用体验,喜 欢 ? ， 不 油 腻 而 且 细 腻 均 匀 ， 用 完 很 自 然 ， 大 爱
601,喜欢?，不油腻而且细腻均匀，用完很自然，大爱,601.0,_,细腻,正面,使用体验,喜 欢 ? ， 不 油 腻 而 且 细 腻 均 匀 ， 用 完 很 自 然 ， 大 爱
601,喜欢?，不油腻而且细腻均匀，用完很自然，大爱,601.0,_,均匀,正面,功效,喜 欢 ? ， 不 油 腻 而 且 细 腻 均 匀 ， 用 完 很 自 然 ， 大 爱
601,喜欢?，不油腻而且细腻均匀，用完很自然，大爱,601.0,_,很自然,正面,功效,喜 欢 ? ， 不 油 腻 而 且 细 腻 均 匀 ， 用 完 很 自 然 ， 大 爱
601,喜欢?，不油腻而且细腻均匀，用完很自然，大爱,601.0,_,大爱,正面,整体,喜 欢 ? ， 不 油 腻 而 且 细 腻 均 匀 ， 用 完 很 自 然 ， 大 爱
602,用的还不错，朋友介绍的很自然，很香，还有赠品，下次还会购买的,602.0,_,还不错,正面,整体,用 的 还 不 错 ， 朋 友 介 绍 的 很 自 然 ， 很 香 ， 还 有 赠 品 ， 下 次 还 会 购 买 的
602,用的还不错，朋友介绍的很自然，很香，还有赠品，下次还会购买的,602.0,_,很自然,正面,功效,用 的 还 不 错 ， 朋 友 介 绍 的 很 自 然 ， 很 香 ， 还 有 赠 品 ， 下 次 还 会 购 买 的
602,用的还不错，朋友介绍的很自然，很香，还有赠品，下次还会购买的,602.0,_,很香,正面,气味,用 的 还 不 错 ， 朋 友 介 绍 的 很 自 然 ， 很 香 ， 还 有 赠 品 ， 下 次 还 会 购 买 的
602,用的还不错，朋友介绍的很自然，很香，还有赠品，下次还会购买的,602.0,赠品,_,正面,价格,用 的 还 不 错 ， 朋 友 介 绍 的 很 自 然 ， 很 香 ， 还 有 赠 品 ， 下 次 还 会 购 买 的
603,别***的买了，**都是骗人的，便宜没好货醒醒吧,603.0,_,便宜,正面,价格,别 * * * 的 买 了 ， * * 都 是 骗 人 的 ， 便 宜 没 好 货 醒 醒 吧
604,保湿效果真的不错呢，面膜贴在脸上也很舒服，我是干性皮肤，用起来感觉真心不错～,604.0,保湿效果,真的不错,正面,功效,保 湿 效 果 真 的 不 错 呢 ， 面 膜 贴 在 脸 上 也 很 舒 服 ， 我 是 干 性 皮 肤 ， 用 起 来 感 觉 真 心 不 错 ～
604,保湿效果真的不错呢，面膜贴在脸上也很舒服，我是干性皮肤，用起来感觉真心不错～,604.0,_,很舒服,正面,使用体验,保 湿 效 果 真 的 不 错 呢 ， 面 膜 贴 在 脸 上 也 很 舒 服 ， 我 是 干 性 皮 肤 ， 用 起 来 感 觉 真 心 不 错 ～
604,保湿效果真的不错呢，面膜贴在脸上也很舒服，我是干性皮肤，用起来感觉真心不错～,604.0,_,真心不错,正面,整体,保 湿 效 果 真 的 不 错 呢 ， 面 膜 贴 在 脸 上 也 很 舒 服 ， 我 是 干 性 皮 肤 ， 用 起 来 感 觉 真 心 不 错 ～
