id,Reviews,is_fake,change_type,original_review
660,经常用他们家，非常不错，可以购买，用了几年，应该正品,True,+删除,经常用他们家，非常不错，可以购买，用了几年了，应该正品
661,挺好的，实体店都说停产了，买不到，只能在网上买，感觉和实体店买的一样，不错的,False,+替换其他,挺好的，实体店都说停产了，买不到，只能在网上买，感觉和实体店买的一样，不错的
662,我是混干皮，觉得还不错，遮瑕四星，持久度四星，也挺好上妆的，就是这个色号比我稍微暗一点，我本来就不算白，这个色号有点黑了。,False,+替换其他,我是混干皮，觉得还不错，遮瑕四星，持久度四星，也挺好上妆的，就是这个色号比我稍微暗一点，我本来就不算白，这个色号有点黑了。
663,制品很好看，期待产品效果呦，第一次用这个牌子，但是是好牌子，信得过,True,+替换aspect,包装很好看，期待产品效果呦，第一次用这个牌子，但是是好牌子，信得过
664,刚刚用还不错，喜欢这颜色和味道，继续使用哦,True,+替换aspect+删除,刚刚用，还不错，喜欢这颜色和味道，继续使用哦
665,价格大众化，用着也挺好的，每天一片,True,+替换opinion+替换其他,价格实惠，用着也挺好的，每天一片
666,一直用这品牌，是正品,True,+删除,一直用这个品牌，是正品
667,好多赠品，用了下挺自然的，味道也好闻，不错?,False,,好多赠品，用了下挺自然的，味道也好闻，不错?
668,脸上的斑很多，这款气垫遮暇效果还不错，推荐购买。图片是没有美颜的。,False,,脸上的斑很多，这款气垫遮暇效果还不错，推荐购买。图片是没有美颜的。
669,第瓶回购，皮肤是有白一点，淡斑是真没看出来,True,+删除,第四瓶回购，皮肤是有白一点，淡斑是真没看出来
670,我一直在用这个，感觉挺好的，要就打算换了,True,+替换其他+删除,我一直在用这个，感觉挺好的，要就不打算换了
671,昨晚买了下的单，今天下午就收到货了，物流好快不说，实物跟图片上描述相符，不错！给予好评?,False,,昨晚买了下的单，今天下午就收到货了，物流好快不说，实物跟图片上描述相符，不错！给予好评?
672,母亲节给妈妈的礼物，她很喜欢，她是一直用这个牌子的化妆品，一直在专柜买的，希望这次她也能用的开心,False,+替换其他,母亲节给妈妈的礼物，她很喜欢，她是一直用这个牌子的化妆品，一直在专柜买的，希望这次她也能用的开心
673,好用好用真的好用，赞,True,+替换其他+删除,好用好用，真的好用，赞
674,挺不错的，洗完脸也不紧绷,False,,挺不错的，洗完脸也不紧绷
675,有泡沫，而且特别温和。还有淡淡的香味。,False,,有泡沫，而且特别温和。还有淡淡的香味。
676,连续买了很多***的东西，不是我用，不过应该还可以吧,False,,连续买了很多***的东西，不是我用，不过应该还可以吧
677,这款价格经常变动越来越高了啊,False,,这款价格经常变动越来越高了啊
678,粉扑有一刺鼻气味，其它的都不错,True,+替换其他+删除,粉扑有一点刺鼻气味，其它的都不错
679,昨天下午下的单今天中午就送到了，棒极了，,False,,昨天下午下的单今天中午就送到了，棒极了，
680,跟店里买的一模一样，很喜欢，也很好用！,False,,跟店里买的一模一样，很喜欢，也很好用！
681,双十一抢得了这个超级好用诶，也很服帖，啦啦啦啦啦啦,False,,双十一抢得了这个超级好用诶，也很服帖，啦啦啦啦啦啦
682,很好，很喜欢，相信**,False,,很好，很喜欢，相信**
683,快递师傅很给力，????,False,,快递师傅很给力，????
684,用过了，感觉还不错，不油腻，颜色也自然,False,,用过了，感觉还不错，不油腻，颜色也自然
685,用了十几年了！感觉很适合我的皮肤！,False,,用了十几年了！感觉很适合我的皮肤！
686,效果不是很好,False,,效果不是很好
687,感觉不怎么补水，将就了，毕竟廉价,True,+替换opinion,感觉不怎么补水，将就了，毕竟便宜
688,洗面奶是舅妈推荐的，用过几次，泡沫细腻，还不错，就是味道不如那个好闻，不过挺适合我这种敏感肌的。,False,+替换其他,洗面奶是舅妈推荐的，用过几次，泡沫细腻，还不错，就是味道不如那个好闻，不过挺适合我这种敏感肌的。
689,挺好的，东西收到了，快递速度快，给你们点个赞。,False,+替换其他,挺好的，东西收到了，快递速度快，给你们点个赞。
690,一直用的这个牌子的，这款洗面奶感觉泡沫有点多，清洁力还行的。,False,+替换其他,一直用的这个牌子的，这款洗面奶感觉泡沫有点多，清洁力还行的。
691,面膜还行，，不知效果,True,+替换其他+删除,面膜还行，，不知道效果
692,搞活动买的，很划算，还没用，希望补水效果大大滴,False,+替换其他,搞活动买的，很划算，还没用，希望补水效果大大滴
693,我才用了两天，感觉还不错第一次用我一直用***的护肤品，挺喜欢用的,False,+替换其他,我才用了两天，感觉还不错第一次用我一直用***的护肤品，挺喜欢用的
694,用了￣段时间，感觉有点连连的，没有之前用的别家的好,True,+替换其他+删除,用了￣段时间，感觉有点连连的，没有之前用的别家的好。
695,一如既往的好,False,+替换其他,一如既往的好
696,跟图片一样，供应链快，还没用不知道'怎样,True,+替换aspect,跟图片一样，物流快，还没用不知道'怎样
697,还可以，不怎么油腻，气味也蛮好,False,,还可以，不怎么油腻，气味也蛮好
698,感觉还可以，量很足，卸的也挺干净，售价售价,True,+替换aspect+交换item+删除,感觉还可以，量很足，卸的也挺干净，价格也实惠
699,面膜是正品，真正的物美价廉，物流给力快递小哥服务态度很好。点赞！需要的请赶快入手啦！,False,,面膜是正品，真正的物美价廉，物流给力快递小哥服务态度很好。点赞！需要的请赶快入手啦！
700,很好很喜欢,False,+替换其他,很好很喜欢
701,味道闻起来很香用起来很水润不浮粉，喜欢,True,+删除,味道闻起来很香，用起来很水润不浮粉，喜欢
702,宝贝质量很好，给全五分好评，服务态度也真的，给100赞，物流神速，必须，好评。,True,+替换opinion+删除,宝贝质量很好，给全五分好评，服务态度也很棒，给100个赞，物流神速，必须，好评。
703,是正品哦，包装很好,False,,是正品哦，包装很好
704,补水效果超级好，以后会继续回购的。,False,+替换其他,补水效果超级好，以后会继续回购的。
705,应该是正品吧，觉得还行,False,+替换其他,应该是正品吧，觉得还行
706,特别温和，不刺激皮肤。,False,,特别温和，不刺激皮肤。
707,一直用***，很好用，不干还好吸收，美白作用,False,+替换其他,一直用***，很好用，不干还好吸收，美白作用
708,正是我想要的效果，擦脸上很自然的颜色,False,+替换其他,正是我想要的效果，擦脸上很自然的颜色
709,一直用这个牌子，特别的好，快递也很快，给商家还有快递小哥一百个赞,False,,一直用这个牌子，特别的好，快递也很快，给商家还有快递小哥一百个赞
710,最近一直在用***，还不错，信得过**，**快递???,False,,最近一直在用***，还不错，信得过**，**快递???
711,买了两份，满满一大箱，真的好便宜，面膜轻薄补水。,False,,买了两份，满满一大箱，真的好便宜，面膜轻薄补水。
712,一直用的***的，之前在实体店买的，这次买的也好用，挺实惠的一次购物。,False,+替换其他,一直用的***的，之前在实体店买的，这次买的也好用，挺实惠的一次购物。
713,包装好物流快给力,False,,包装好物流快给力
714,很好，很快，还会继续支持**。加油加油加油,False,+替换其他,很好，很快，还会继续支持**。加油加油加油
715,价钱实惠，恒星质量极好的国货产品，第三次购买了。,True,+替换aspect+替换opinion,价钱实惠，质量很好的国货产品，第三次购买了。
716,第一次用***的面膜，感觉很好，下次继续哦,True,+替换opinion+替换其他,第一次用***的面膜，感觉不错，下次继续哦
717,看着不错和以前买的一样还没用快递小哥很给力服务很好,False,+替换其他,看着不错和以前买的一样还没用快递小哥很给力服务很好
718,送了十片玻尿酸面膜，小脸敷上去刚刚好很平整，而且敷完以后脸上很舒服，吸收也很快,False,+替换其他,送了十片玻尿酸面膜，小脸敷上去刚刚好很平整，而且敷完以后脸上很舒服，吸收也很快
719,比实体店便宜很多，还挺好用的,False,,比实体店便宜很多，还挺好用的
720,感谢**推荐，挺好用的，超补水,False,+替换其他,感谢**推荐，挺好用的，超补水
721,看起来优异，还没用，不过才买两天就降价10元。真的好郁闷?,True,+替换opinion,看起来不错，还没用，不过才买两天就降价10元。真的好郁闷?
722,货物很好，下次还要买,False,+替换其他,货物很好，下次还要买
723,只能说一般般吧,False,,只能说一般般吧
724,清洁能力：感觉清洁不太好，很稀，不怎么起泡泡，一次要用好多才有感觉,True,+替换opinion,清洁能力：感觉清洁不太好，很稀，不怎么起泡泡，一次要用好多才有感觉
725,特别好，一直都是**的忠实粉丝！每次都没失望过！产品质量特别好！,False,,特别好，一直都是**的忠实粉丝！每次都没失望过！产品质量特别好！
726,还行吧，只能说还行,False,,还行吧，只能说还行
727,东西很好用面膜很服帖，实体店好贵呢，才几片，这次可以用两个月了,True,+删除,东西很好用，面膜很服帖，实体店好贵呢，才几片，这次可以用两个月了
728,挺好的，价格便宜量又足，好评,False,+替换其他,挺好的，价格便宜量又足，好评
729,希望大家千万别买这个面膜，用着都掉皮，怕是脸都能让这个面膜给毁了，太吓人了，?,False,,希望大家千万别买这个面膜，用着都掉皮，怕是脸都能让这个面膜给毁了，太吓人了，?
730,隔离很好用，紫色很适合我的皮肤。,False,+替换其他,隔离很好用，紫色很适合我的皮肤。
731,超级好用，比的***补水还强，大爱,True,+删除,超级好用，比我的***补水还强，大爱
732,****，物流特别快，纸质很好，刚好遇到活动价，果断下手，有时间再用，到时候再追评！,True,+替换aspect+替换opinion,****，物流特别快，纸质不错，刚好遇到活动价，果断下手，有时间再用，到时候再追评！
733,一直在用，双十一比较优惠些,False,+替换其他,一直在用，双十一比较优惠些
734,这款乳液个人觉得挺好的，不会过敏，赞,False,+替换其他,这款乳液个人觉得挺好的，不会过敏，赞
735,挺好的，味道闻着不错，后续使用看看效果，,False,,挺好的，味道闻着不错，后续使用看看效果，
736,不能用，填一片，脸红肿，又痒的，全部�了，在实体店买的都没有，应该是假的，可怕,False,+替换其他,不能用，填一片，脸红肿，又痒的，全部�了，在实体店买的都没有，应该是假的，可怕
737,一直在用，效果较好,True,+替换opinion,一直在用，效果很好
738,真的很舒服，大品牌就是好,False,+替换其他,真的很舒服，大品牌就是好
739,好好好！不哦！,True,+删除,好好好！不错哦！
740,用了还不错哦，想买的亲可以放心下单了！,False,,用了还不错哦，想买的亲可以放心下单了！
741,支持**！水润保湿，很好！,False,,支持**！水润保湿，很好！
742,很差哦。速度很快，~。以后就买****的了。,True,+替换opinion+替换其他,不错哦。速度很快，~。以后就买****的了。
743,还不错不过有点薄,False,+替换其他,还不错不过有点薄
744,赠品和大瓶的一样的，这个价格比买到，不错我喜欢,True,+替换aspect+替换其他,赠品和大瓶的一样的，这个价格买到，不错我喜欢
745,使用后感觉很舒服，第二天脸也挺滋润，感觉不错！,False,+替换其他,使用后感觉很舒服，第二天脸也挺滋润，感觉不错！
746,挺好的，很滋润，但是唯一的效果就是不怎么白，擦了效果不是很明显，就像没查一样的其他都挺好的，,False,+替换其他,挺好的，很滋润，但是唯一的效果就是不怎么白，擦了效果不是很明显，就像没查一样的其他都挺好的，
747,上妆上妆，自然，不假面，nic,True,+交换item+删除,上妆贴合皮肤，自然，不假面，nice
748,很好用，而且还有美白效果，感觉都不用素颜霜了?,False,+替换其他,很好用，而且还有美白效果，感觉都不用素颜霜了?
749,遗憾，买错了，退的挺迅速的，**商城服务一流,False,,遗憾，买错了，退的挺迅速的，**商城服务一流
750,个人感觉抹有点油，可能适合冬天,True,+替换其他+删除,个人感觉抹上有点油，可能适合冬天
751,看了评价买来试试，用了以后感觉保湿效果还是很不错的，搞活动买的，挺好的！,False,+替换其他,看了评价买来试试，用了以后感觉保湿效果还是很不错的，搞活动买的，挺好的！
752,一直在用***的产品，好用，值得信赖！快递也很给力！?,False,,一直在用***的产品，好用，值得信赖！快递也很给力！?
753,活动价69元两盒入手，真的是太超值啦，很服帖，很补水，味道也喜欢,False,+替换其他,活动价69元两盒入手，真的是太超值啦，很服帖，很补水，味道也喜欢
754,试了一下东西特别好用。也划算。还会继续购,True,+删除,试了一下东西特别好用。也划算。还会继续购买
755,一收到宝贝就试了一下，特别好,False,+替换其他,一收到宝贝就试了一下，特别好
756,还不错，只不过没有&reg,False,+替换其他,还不错，只不过没有&reg
757,味道味道？听湿润，我买的自然色感觉有点白，送两个替换芯，挺好,True,+交换item+替换其他,味道有点点膳？听湿润，我买的自然色感觉有点白，送两个替换芯，挺好
758,好好用，也很划算，用完再买,True,+删除,好好用，也很划算，用完再来买
759,价格惠，物流慢速,True,+替换opinion+删除,价格实惠，物流快
760,发货速度挺快的，价格便宜,False,,发货速度挺快的，价格便宜
761,购买方便，送货快！,True,+替换aspect,购买方便，送货快！
762,东收到，物流快，,True,+删除,东西收到，物流快，
763,挺不错的！挺好用，一直用这个洗面奶,False,+替换其他,挺不错的！挺好用，一直用这个洗面奶
764,非常满意，客服小海绵的服务也很好，很耐心,False,+替换其他,非常满意，客服小海绵的服务也很好，很耐心
765,俩口觉得很好的，***,True,+替换opinion+替换其他,俩口觉得很好的，***
766,物有所值，东西很不错，,False,,物有所值，东西很不错，
767,面膜不错，**让我等了7八天,True,+替换opinion,面膜不错，**让我等了7八天
768,不错，迷恋,True,+替换opinion,不错，喜欢
769,昨天晚上看到的这款面膜，随机就买了，不知道好不好用。但物流业特别快。好评,True,+替换aspect+替换其他,昨天晚上看到的这款面膜，随机就买了，不知道好不好用。但物流特别快。好评
770,婆婆很喜欢，买了一大,True,+替换其他+删除,婆婆很喜欢，买了一大堆
771,了一下，还可以吧,True,+替换其他+删除,用了一下，还可以吧
772,这款面膜补水不错，化妆品我用的也是这款，支持?,False,,这款面膜补水不错，化妆品我用的也是这款，支持?
773,包装精美，天直送很给力，感谢丫头,True,+删除,包装精美，天猫直送很给力，感谢丫头
774,还没用，应该是正品，,False,,还没用，应该是正品，
775,同品牌用过其它较好，这个第一次买，希望不会失望，物流服务又好又快,True,+替换opinion+替换其他+删除,同品牌用过其它的很好，这个第一次买，希望不会失望，物流服务又好又快
776,收到宝贝晚上就用一贴，面膜滋润，精华特别多，我是敏感肌肤还不知道会不会过敏，快递小哥态度很好,False,,收到宝贝晚上就用一贴，面膜滋润，精华特别多，我是敏感肌肤还不知道会不会过敏，快递小哥态度很好
777,东西很好用，已经用过一段时间了，很满意,False,,东西很好用，已经用过一段时间了，很满意
778,适了一下，还不错。,True,+删除,适用了一下，还不错。
779,真的好，值得拥有值得赖,True,+删除,真的好，值得拥有值得信赖
780,供应链给力，效果比想像的要好,True,+替换aspect,物流给力，效果比想像的要好
781,东西还不错。超出预期。很满意。两片，也差劲。推荐购买,True,+替换opinion,东西还不错。超出预期。很满意。两片，也划算。推荐购买
782,用了才来评论，水水的很舒服，春天最适合补水，搞活动超划算。,False,,用了才来评论，水水的很舒服，春天最适合补水，搞活动超划算。
783,挺好用的不油很清爽，还送了小品面膜也很好用哦。,True,+删除,挺好用的不油很清爽，还送了小礼品面膜也很好用哦。
784,很可爱，我很喜欢。期待效果哦,False,+替换其他,很可爱，我很喜欢。期待效果哦
785,真的不错、下次还来光顾,False,+替换其他,真的不错、下次还来光顾
786,扫描是正品，一直用***产品，大家放心使用,True,+删除,扫描了是正品，一直用***产品，大家放心使用
787,物流很快，东西质量不错，很喜欢,False,+替换其他,物流很快，东西质量不错，很喜欢
788,帮同事购买的，说超级好用。很不错的一款哟,False,,帮同事购买的，说超级好用。很不错的一款哟
789,非常好的一款产品！使用没毛病，效果好，纸制别致，送人自用都可以！！！推荐大家购买啊！！真的很好！！！,True,+替换aspect+替换opinion,非常好的一款产品！使用没毛病，效果好，包装精美，送人自用都可以！！！推荐大家购买啊！！真的很好！！！
790,特别好用。一直用的这个品牌，效果不错。,False,+替换其他,特别好用。一直用的这个品牌，效果不错。
791,第一次购买该商品，很满意,False,,第一次购买该商品，很满意
792,明明买的时候还有附送的，结果到手的时候却没有？怎么回事？,True,+替换aspect+替换其他,明明买的时候还有赠品的，结果到手的时候却没有？怎么回事？
793,东西收到几天了，用得也很好噢，所以今天来评价一下,False,,东西收到几天了，用得也很好噢，所以今天来评价一下
794,一如既往地好用！买了好多套了！送了好多小样！礼品！面膜！超喜欢,False,+替换其他,一如既往地好用！买了好多套了！送了好多小样！礼品！面膜！超喜欢
795,**购物～～～方便～～～快～～～,False,,**购物～～～方便～～～快～～～
796,用过才来评价的，自然色擦到脸上感觉颜色有点暗，别的还好,False,,用过才来评价的，自然色擦到脸上感觉颜色有点暗，别的还好
797,宝贝收到了，扫码是正品，非常喜欢，谢谢商家！,False,+替换其他,宝贝收到了，扫码是正品，非常喜欢，谢谢商家！
798,用着一般，当时发的时候还少给一替换装，后来补过来了,True,+替换其他+删除,用着一般，当时发的时候还少给一个替换装，后来补过来了
799,面膜非常滋润，有一定的保湿补水的功效，使用了皮肤变的好一些了哪。,False,,面膜非常滋润，有一定的保湿补水的功效，使用了皮肤变的好一些了哪。
800,还不错??,False,+替换其他,还不错??
801,极好用两天,True,+替换opinion+替换其他+删除,不错刚用两天
802,用着没过敏、继续看看,False,,用着没过敏、继续看看
803,物流还不错，小哥服务态度好,False,,物流还不错，小哥服务态度好
804,还可以，用不灵不灵的,True,+删除,还可以，用了不灵不灵的
805,还好吧，没有网上说的那么好,False,+替换其他,还好吧，没有网上说的那么好
806,质量很不错，很好用，希望大家，。。。。。。,False,+替换其他,质量很不错，很好用，希望大家，。。。。。。
807,包装很好，看着很喜欢,False,,包装很好，看着很喜欢
808,洗面奶不错，洗完脸不绷，泡沫细腻,True,+删除,洗面奶不错，洗完脸不紧绷，泡沫细腻
809,小姑很喜欢用，第二次在**帮她买了，有活动就更好了,False,,小姑很喜欢用，第二次在**帮她买了，有活动就更好了
810,严重怀疑产品质量，每次用完都是满脸浮粉，平时买东西能凑合的就都给好评，这次真的太失败了，再也不会买了,False,,严重怀疑产品质量，每次用完都是满脸浮粉，平时买东西能凑合的就都给好评，这次真的太失败了，再也不会买了
811,挺温和的，不刺激，还很香,False,,挺温和的，不刺激，还很香
812,***我怀孕的时都用过，补水很好，很赞。,True,+替换其他+删除,***我怀孕的时候都用过，补水很好，很赞。
813,面膜用了再来评价的，感觉蛮不错，还会回购的,True,+删除,面膜用了再来评价的，感觉蛮不错的，还会回购的
814,收到了，物流物流，面膜还没用，用后评论,True,+替换opinion+交换item+替换其他,收到了，物流很快，面膜还没用，用后评论
815,物流速度有点慢，第二天没有到达。,False,+替换其他,物流速度有点慢，第二天没有到达。
816,面膜不错，薄，服帖，比**还好。,False,+替换其他,面膜不错，薄，服帖，比**还好。
817,赠品非常不错，很好用，感谢**,False,+替换其他,赠品非常不错，很好用，感谢**
818,货收到，很不错，己经用习惯了，从来不买别的牌子的，已经是N次购买了！,False,,货收到，很不错，己经用习惯了，从来不买别的牌子的，已经是N次购买了！
819,用后感不太好,True,+替换opinion+删除,用后感觉不错
820,好用，一直在用，母亲节买给婆婆的礼物，她很喜欢。好用不贵的东西，快来买吧！,False,+替换其他,好用，一直在用，母亲节买给婆婆的礼物，她很喜欢。好用不贵的东西，快来买吧！
821,这个真的还不错，回购了几次了,False,,这个真的还不错，回购了几次了
822,东还可以！！！,True,+删除,东西还可以！！！
823,已经买了好多好多次了，挺好用的。物流超快的。,False,+替换其他,已经买了好多好多次了，挺好用的。物流超快的。
824,好评，真的很贴脸，偏黄的肤色，用这个颜色不会很夸张,False,,好评，真的很贴脸，偏黄的肤色，用这个颜色不会很夸张
825,收到就打开用了，不错哦，还挺好的，一如既往的爱在**上买东西，都是正品，放心，好评好评好评,False,+替换其他,收到就打开用了，不错哦，还挺好的，一如既往的爱在**上买东西，都是正品，放心，好评好评好评
826,第二次购买啦！妈妈说很好用。,False,+替换其他,第二次购买啦！妈妈说很好用。
827,里面总共三个，不够细腻，一片一片的，打脸上粉，,True,+删除,里面总共三个，不够细腻，一片一片的，打脸上浮粉，
828,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！,False,,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
829,哈哈而出名这个面膜了回购了,True,+替换opinion,哈哈最喜欢这个面膜了回购了
830,效果一点不好。洗不净。洗了脸上会比较油。不知道那么多好评哪里来的。欺骗消费者,False,,效果一点不好。洗不净。洗了脸上会比较油。不知道那么多好评哪里来的。欺骗消费者
831,很不错的面膜，很喜欢，**优惠活动很给力，客服态度也很好,False,+替换其他,很不错的面膜，很喜欢，**优惠活动很给力，客服态度也很好
832,这次趁文艺活动买了两盒，以前是用袋子装的，这次的是盒子，看起来上档次了不少,True,+替换aspect+替换其他,这次趁活动买了两盒，以前是用袋子装的，这次的是盒子，看起来上档次了不少
833,一直用***这个系列的，做活动的时候下手的，物美价廉,False,,一直用***这个系列的，做活动的时候下手的，物美价廉
834,可以的一直都是用***,False,+替换其他,可以的一直都是用***
835,感觉竟然吧，1次用这个牌子。性价比很高。,True,+替换opinion+替换其他+删除,感觉还好吧，第1次用这个牌子。性价比很高。
836,刚收到就用了下，很水润,False,,刚收到就用了下，很水润
837,之前买过一次用的挺好的，这次又囤了2瓶，隔离霜很轻薄，质量很好的。,False,,之前买过一次用的挺好的，这次又囤了2瓶，隔离霜很轻薄，质量很好的。
838,面膜还行吧，还没怎么用呢，用了再吧,True,+替换其他+删除,面膜还行吧，还没怎么用呢，用了再说吧
839,给妈妈买的，好看方便使用，干净,False,+替换其他,给妈妈买的，好看方便使用，干净
840,已经开始用了，效果很棒，很自然，不加白，值得推荐,False,+替换其他,已经开始用了，效果很棒，很自然，不加白，值得推荐
841,买了霜，洗面奶，气垫，便宜又好用。而且物流也快。,False,,买了霜，洗面奶，气垫，便宜又好用。而且物流也快。
842,看着还不错，刚刚收到，效果要等到用才知道,True,+删除,看着还不错，刚刚收到，效果要等到用了才知道
843,还可以，第一次使用，没什过敏，比较服帖,True,+替换其他+删除,还可以，第一次使用，没什么过敏，比较服帖
844,东西一般吧，没有，感觉特别的什么不同,False,,东西一般吧，没有，感觉特别的什么不同
845,用起来挺好，效果挺好，特别白的自然。。。。,False,+替换其他,用起来挺好，效果挺好，特别白的自然。。。。
846,水乳我一直在用，很好，非常满意,False,,水乳我一直在用，很好，非常满意
847,不错，原装盒里就有一个替换装了，加上赠送的一共两个呢！谢谢快递小哥！,False,+替换其他,不错，原装盒里就有一个替换装了，加上赠送的一共两个呢！谢谢快递小哥！
848,试用了一下，很自然，期待效果,False,,试用了一下，很自然，期待效果
849,哇嘿！我早上付的款，下午就到了，速度迟！,True,+替换opinion+替换其他,哇嘿！我早上付的款，下午就到了，速度快！
850,看着包装实体店的一样，还没用！等用了在来评价！,True,+删除,看着包装和实体店的一样，还没用！等用了在来评价！
851,怎么只有一个替换装，而且不是很好用，已经拆了不能退了,False,,怎么只有一个替换装，而且不是很好用，已经拆了不能退了
852,好用和实体店里的一样??,True,+删除,好用，和实体店里的一样??
853,买给母上大人的，妈妈挺喜欢这个牌子的，说用着好！,False,,买给母上大人的，妈妈挺喜欢这个牌子的，说用着好！
854,赞，老用户了，一如既往啥也就不说了,True,+删除,赞，老用户了，一如既往，啥也就不说了
855,好评，物流也出乎意外的快，赞。,True,+替换aspect,好评，物流也出乎意外的快，赞。
856,之前一直用这款隔离，活性炭不，经济实惠,True,+替换opinion+删除,之前一直用这款隔离，保湿不干，经济实惠
857,很实惠，看丫头直播买点,False,,很实惠，看丫头直播买点
858,挺好的，买了好久了才记得来评价，价格实惠,False,,挺好的，买了好久了才记得来评价，价格实惠
859,不太好，N次购买了,True,+替换opinion,很好，N次购买了
860,超好用很水润，粉了粉了，以后多多续费，耶,False,,超好用很水润，粉了粉了，以后多多续费，耶
861,第一次买这个牌子的面膜，希望好用吧！赶上买一送一的活动，数量有限，好用的话，用完还来！,True,+替换opinion,第一次买这个牌子的面膜，希望好用吧！赶上买一送一的活动，划算，好用的话，用完还来！
862,可以，美美哒,False,,可以，美美哒
863,老顾客了，一直信的品牌，很滋润，值得购买,True,+替换其他+删除,老顾客了，一直信赖的品牌，很滋润，值得购买
864,太棒了效果好,True,+删除,太棒了，效果好
865,送货快，服务好，非常棒,False,,送货快，服务好，非常棒
866,之前用的他们家赠品小样还可以，来试试，,True,+替换aspect+替换其他+删除,之前用的他们家赠品小样还可以，买来试试，
867,隔离还是挺好用的，不厚重，提亮肤色，味道不错，***皮应该不太合适,False,,隔离还是挺好用的，不厚重，提亮肤色，味道不错，***皮应该不太合适
868,很好啊你们的东西很喜欢这个链接转链接转链接转链接,True,+替换opinion,不错啊你们的东西很喜欢这个链接转链接转链接转链接
869,东西还行，口味淡淡的。试用一段时间先。,True,+替换aspect,东西还行，味道淡淡的。试用一段时间先。
870,不油腻，这个季节用合适,False,,不油腻，这个季节用合适
871,宝不错，很满意,True,+删除,宝贝不错，很满意
872,宝贝挺好的，自然白，带点香气！,True,+替换aspect,宝贝挺好的，自然白，带点香味！
873,该是正品吧！一直用这个牌子。网上便宜很多,True,+删除,应该是正品吧！一直用这个牌子。网上便宜很多
874,东西收到了，是正品，很好用，快递很给力,False,,东西收到了，是正品，很好用，快递很给力
875,购乳液顺便买了这面膜，价格比不高，希望功能好。,True,+替换aspect,购乳液顺便买了这面膜，价格不高，希望功能好。
876,**快递超级快，是正品。,False,,**快递超级快，是正品。
877,老婆说很有用！非常好用！一点也不油腻！棒棒哒,False,,老婆说很有用！非常好用！一点也不油腻！棒棒哒
878,收到货了，用了一下，棒棒的,True,+替换其他+删除,收到货了，试用了一下，棒棒的
879,一直关注的，活动期间买的，颜色很自然，一个两个替换装喜欢,False,,一直关注的，活动期间买的，颜色很自然，一个两个替换装喜欢
880,用起来方便，上妆很快，很轻薄，总体感觉还以,True,+替换其他+删除,用起来方便，上妆很快，很轻薄，总体感觉还可以
881,一打开味道太刺鼻了，塑料味太浓了！不敢用了！,False,+替换其他,一打开味道太刺鼻了，塑料味太浓了！不敢用了！
882,面膜很不错，补水挺好的，价格也很实惠，还送了三敷眼贴，很好用,False,,面膜很不错，补水挺好的，价格也很实惠，还送了三敷眼贴，很好用
883,晚上买的，第二天中午就收到了，特别快，很满意。,False,,晚上买的，第二天中午就收到了，特别快，很满意。
884,遮瑕效果超级好，很亮，很白，很喜欢是我想要的,False,,遮瑕效果超级好，很亮，很白，很喜欢是我想要的
885,物流迅速啊，商品质量也很好，值得购买！,True,+替换opinion+替换其他,物流很快啊，商品质量也很好，值得购买！
886,润玉仙推荐的，当然棒棒,False,,润玉仙推荐的，当然棒棒
887,**就是棒，物流超快。价格相当实惠，没想到有那么大瓶。用的很好。洗澡。,True,+替换opinion,**就是棒，物流超快。价格相当实惠，没想到有那么大瓶。用的很好。干净。
888,女神节给媳妇买的，一直信任**，**也是非常的不错，东西非常好！下次继续！,False,,女神节给媳妇买的，一直信任**，**也是非常的不错，东西非常好！下次继续！
889,感觉还可以，送的东西也多，味道玫瑰花。,True,+替换opinion+替换其他,感觉还可以，送的东西也多，味道清香。
890,东西很不错，物有所值用几天再来追评,False,,东西很不错，物有所值用几天再来追评
891,保湿效果还不错～～～～,False,,保湿效果还不错～～～～
892,补水还行。很便宜啊主要是。。。。,False,,补水还行。很便宜啊主要是。。。。
893,老婆试用了一下，感觉效果挺好的，还送了赠品，非常满意，下次还会光顾的,False,+替换其他,老婆试用了一下，感觉效果挺好的，还送了赠品，非常满意，下次还会光顾的
894,美白效果不是太明显，不过价格挺实惠的，用着感觉也挺好，每天一片也不会觉得浪费，挺好的，棒棒哒,False,,美白效果不是太明显，不过价格挺实惠的，用着感觉也挺好，每天一片也不会觉得浪费，挺好的，棒棒哒
895,应该优异吧,True,+替换opinion,应该不错吧
896,跟我以前在实体店买的不一样，这个用着感觉脸刺痛，假的,False,,跟我以前在实体店买的不一样，这个用着感觉脸刺痛，假的
897,好评，质量极佳信赖**！！！,True,+替换opinion,好评，质量不错信赖**！！！
898,清洁效果好，不方便快捷,True,+替换opinion+删除,清洁效果很好，方便快捷
899,还没用，应该不会差,False,,还没用，应该不会差
900,每次都买这款，真心好用，保湿效果好，很贴肤，很细腻，，，质量绝对，客服态度也好,False,,每次都买这款，真心好用，保湿效果好，很贴肤，很细腻，，，质量绝对，客服态度也好
