id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
1119,味道,9,11,好闻,12,14,气味,正面
1119,_, , ,还可以,0,3,整体,正面
1119,_, , ,挺服帖,4,7,使用体验,正面
1120,性价比,35,38,真高,38,40,价格,正面
1120,_, , ,非常的实惠,14,19,价格,正面
1121,味道,6,8,很好闻,8,11,气味,正面
1121,送货,21,23,很快,19,21,物流,正面
1122,_, , ,没有过敏,15,19,使用体验,正面
1122,_, , ,挺薄,7,9,使用体验,正面
1122,_, , ,贴肤,10,12,使用体验,正面
1122,_, , ,不痒,22,24,使用体验,正面
1122,_, , ,还可以,27,30,整体,正面
1123,_, , ,还不错,15,18,整体,正面
1124,_, , ,挺不错的,0,4,整体,正面
1125,物流,10,12,快,13,14,物流,正面
1125,_, , ,不干,0,2,使用体验,正面
1125,_, , ,不紧绷,2,5,使用体验,正面
1125,_, , ,非常好,6,9,整体,正面
1126,_, , ,不错,30,32,整体,正面
1126,_, , ,很好推开,23,27,使用体验,正面
1126,_, , ,均匀肤色,12,16,功效,正面
1127,_, , ,有点失望,5,9,整体,负面
1127,定于,10,12,不是新的,12,16,新鲜度,负面
1128,成品,16,18,挺好的,18,21,包装,正面
1129,亲笔签名,8,10,_, , ,价格,正面
1129,_, , ,很好用,17,20,整体,正面
1130,_, , ,很不错,29,32,整体,正面
1130,_, , ,特别水润,35,39,使用体验,正面
1131,口感,33,35,淡淡的,35,38,气味,中性
1131,_, , ,还行,21,23,整体,正面
1132,_, , ,太香了,3,6,气味,负面
1133,_, , ,很好,12,14,整体,正面
1133,粉质,15,17,细腻,17,19,使用体验,正面
1133,_, , ,比较好推开,20,25,使用体验,正面
1133,_, , ,赞誉,26,28,整体,正面
1134,_, , ,很好用,7,10,整体,正面
1135,快递,6,8,很快,8,10,物流,正面
1135,_, , ,油亮油亮,15,19,使用体验,负面
1135,_, , ,很白,3,5,功效,正面
1136,_, , ,不错哦,10,13,整体,正面
1136,_, , ,很自然,14,17,功效,正面
1136,_, , ,很好推开,18,22,使用体验,正面
1137,_, , ,不太喜欢,11,15,整体,负面
1137,_, , ,很划算,37,40,价格,正面
1138,_, , ,干的脱皮,21,25,使用体验,负面
1138,_, , ,还可以,0,3,整体,正面
1139,_, , ,更好,0,2,整体,正面
1139,泡沫,3,5,很细腻,5,8,使用体验,正面
1140,_, , ,挺好的,0,3,整体,正面
1140,遮瑕效果,4,8,好,8,9,功效,正面
1141,_, , ,还不错,6,9,整体,正面
1142,_, , ,非常好用,0,4,整体,正面
1142,_, , ,非常香,5,8,气味,正面
1143,_, , ,还挺好的,11,15,整体,正面
1144,_, , ,辣眼睛,14,17,使用体验,负面
1144,口味,18,20,难闻,21,23,气味,负面
1144,_, , ,太失望了,24,28,整体,负面
1145,_, , ,不错,2,4,整体,正面
1145,保湿效果,5,9,一般,9,11,功效,中性
1146,_, , ,是正品,0,3,真伪,正面
1146,_, , ,非常好用,9,13,整体,正面
1147,_, , ,比较显白,0,4,功效,正面
1147,苦味,11,13,淡淡的,8,11,气味,正面
1147,发货速度,14,18,挺快,18,20,物流,正面
1148,保湿效果,22,26,好,26,27,功效,正面
1148,_, , ,很实惠,0,3,价格,正面
1148,_, , ,遮暇,28,30,功效,正面
1148,_, , ,容易油,33,36,使用体验,负面
1149,_, , ,服帖,19,21,使用体验,正面
1149,_, , ,显白,22,24,功效,正面
1150,_, , ,不错,6,8,整体,正面
1151,价位,0,2,经济,2,4,价格,正面
1151,价位,4,6,价格便宜,0,2,价格,正面
1151,_, , ,挺好的,13,16,整体,正面
1151,_, , ,挺补水,17,20,功效,正面
1152,上妆效果,0,4,满好的,5,8,功效,正面
1152,_, , ,不错,17,19,整体,正面
1152,_, , ,很自然,20,23,功效,正面
1153,价格,0,2,很合适,2,5,价格,正面
1153,_, , ,很清爽,9,12,使用体验,正面
1153,_, , ,不刺激,13,16,使用体验,正面
1154,_, , ,可以哦,0,3,整体,正面
1154,_, , ,水份多多,4,8,使用体验,正面
1155,_, , ,很喜欢,0,3,整体,正面
1155,卸妆,9,11,非常彻底,11,15,功效,正面
1155,_, , ,很干净,16,19,使用体验,正面
1155,_, , ,一点也不干,20,25,使用体验,正面
1156,卸妆效果,18,22,一般般,22,25,功效,负面
1157,_, , ,挺不错的,3,7,整体,正面
1158,价钱,0,2,大众化,2,4,价格,正面
1158,_, , ,物超所值,17,21,整体,正面
1159,泡沫,10,12,多,13,14,使用体验,正面
1159,_, , ,洗干净,21,24,功效,正面
1159,_, , ,不腻,25,27,使用体验,正面
1159,_, , ,不干,28,30,使用体验,正面
1160,_, , ,挺好,0,2,整体,正面
1160,_, , ,经济,3,5,价格,正面
1160,_, , ,实惠,5,7,价格,正面
1160,效果,13,15,不错,15,17,功效,正面
1160,_, , ,不卡粉,18,21,使用体验,正面
1160,_, , ,持久,22,24,使用体验,正面
1160,_, , ,清新,24,26,使用体验,正面
1161,套装,0,2,好看,2,4,包装,正面
1161,_, , ,挺好用的,5,9,整体,正面
1162,_, , ,很不错,12,15,整体,正面
1162,_, , ,有点白,26,29,功效,正面
1163,_, , ,很喜欢,10,13,整体,正面
1163,_, , ,真心不错,26,30,整体,正面
1164,_, , ,可以,2,4,整体,正面
1164,服务,12,14,不敢恭维,17,21,服务,负面
1165,_, , ,是正品,9,12,真伪,正面
1166,补水效果,5,9,还行,9,11,功效,正面
1167,市价,10,12,低一点,12,15,价格,正面
1168,_, , ,好用,14,16,整体,正面
1168,_, , ,超级补水,17,21,功效,正面
1168,_, , ,保湿,21,23,功效,正面
1169,_, , ,很好,2,4,整体,正面
1169,金融服务,5,7,给了,7,9,物流,正面
1169,_, , ,不错,10,12,整体,正面
1170,_, , ,还是不错的,6,11,整体,正面
1171,物流速度,0,4,特别快,6,9,物流,正面
1171,卖家态度,10,14,不错,15,17,服务,正面
1171,_, , ,喜欢,37,39,整体,正面
1172,_, , ,还可以,8,11,整体,中性
1173,_, , ,好用,0,2,整体,正面
1174,_, , ,不错,0,2,整体,正面
1174,_, , ,挺好用,3,6,整体,正面
1175,_, , ,很好用,2,5,整体,正面
1175,_, , ,不油腻,26,29,使用体验,正面
1175,_, , ,很爽,23,25,使用体验,正面
1176,_, , ,正品,10,12,真伪,正面
1177,价格,2,4,实惠,4,6,价格,正面
1177,物流,22,24,超快,24,26,物流,正面
1177,_, , ,很好用,7,10,整体,正面
1177,_, , ,超级划算,15,19,价格,正面
1177,_, , ,非常满意,27,31,整体,正面
1178,盒子,7,9,不会,10,12,包装,负面
1179,保湿,6,8,不错,12,14,功效,正面
1179,补水效果,8,12,不错,12,14,功效,正面
1180,_, , ,还可以,0,3,整体,正面
1180,水份,4,6,挺足的,6,9,成分,正面
1181,_, , ,挺好用的,10,14,整体,正面
1181,_, , ,不卡粉,15,18,使用体验,正面
1181,_, , ,挺实惠的,26,30,价格,正面
1182,精华液,7,10,很多,10,12,成分,正面
1182,_, , ,很喜欢,13,16,整体,正面
1183,_, , ,不错,0,2,整体,正面
1183,遮暇,3,5,还可以,5,8,功效,正面
1184,香味,7,9,淡淡的,4,7,气味,正面
1184,_, , ,还可以,15,18,整体,正面
1185,_, , ,好评,0,2,整体,正面
1185,_, , ,洁净,5,7,使用体验,正面
1185,_, , ,不紧绷,7,10,使用体验,正面
1185,_, , ,好闻,11,13,气味,正面
1186,_, , ,超好用,28,31,整体,正面
1186,_, , ,润润的,35,38,使用体验,正面
1187,_, , ,很好,5,7,整体,正面
1187,快递小哥,15,19,送货到家,21,25,物流,正面
1188,_, , ,好，棒,0,3,整体,正面
1188,_, , ,好，用,4,7,整体,正面
1189,附送,17,19,_, , ,价格,正面
1189,_, , ,好划算,0,3,价格,正面
1190,_, , ,还行,8,10,整体,中性
1191,_, , ,很喜欢,23,26,整体,正面
1192,_, , ,不油腻,0,3,使用体验,正面
1192,_, , ,不错,6,8,整体,正面
1192,_, , ,好用,9,11,整体,正面
1193,_, , ,实惠,11,13,价格,正面
1193,_, , ,好用,14,16,整体,正面
1194,_, , ,不好用,4,7,整体,负面
1194,_, , ,太干了,0,3,使用体验,负面
1195,_, , ,比较满意,15,19,整体,正面
1195,_, , ,便宜,23,25,价格,正面
1196,_, , ,可以,0,2,整体,正面
1196,香味,2,4,可以,0,2,气味,正面
1197,_, , ,很好,0,2,整体,正面
1197,_, , ,不卡粉,3,6,使用体验,正面
1197,保湿,7,9,好,9,10,功效,正面
1198,_, , ,不错,5,7,整体,正面
1199,_, , ,刚刚,0,2,物流,正面
1199,_, , ,不错,4,6,整体,正面
1200,_, , ,闷痘,0,2,使用体验,负面
1200,_, , ,搓泥,3,5,使用体验,负面
1200,_, , ,过期,10,12,新鲜度,负面
1201,包装,3,5,也很好,5,8,包装,正面
1201,_, , ,很不错,0,3,整体,正面
1202,_, , ,非常不错,5,9,整体,正面
1202,味道,10,12,好闻,12,14,气味,正面
1203,活动,2,4,_, , ,价格,正面
1203,_, , ,倾向,8,10,使用体验,正面
1203,_, , ,不太刺激,10,14,使用体验,正面
1204,_, , ,不错,11,13,整体,正面
1205,_, , ,一般,0,2,整体,中性
1205,_, , ,不是很滋润,7,12,使用体验,负面
1206,转化成,13,15,很不错,15,18,使用体验,正面
1207,_, , ,不错,0,2,整体,正面
1207,_, , ,容易推开,3,7,使用体验,正面
1208,遮瑕,5,7,特别好,7,10,功效,正面
1208,_, , ,挺好用的,0,4,整体,正面
1209,_, , ,很好用,0,3,整体,正面
1209,香味,9,11,淡淡的,6,9,气味,正面
1210,_, , ,水水润润的,8,13,使用体验,正面
1210,_, , ,真的很好,19,23,整体,正面
1210,补水,14,16,_, , ,功效,正面
1211,_, , ,很好用,0,3,整体,正面
1211,_, , ,不紧绷,6,9,使用体验,正面
1211,_, , ,超值的,18,21,价格,正面
1212,_, , ,很好用,0,3,整体,正面
1212,_, , ,好评,11,13,整体,正面
1213,价格,5,7,实惠,7,9,价格,正面
1213,_, , ,不错,2,4,整体,正面
1214,_, , ,良好,13,15,整体,正面
1215,_, , ,好用,0,2,整体,正面
1215,_, , ,有一点白,8,12,功效,中性
1215,味道,19,21,不好闻,21,24,气味,负面
1216,_, , ,还可以,4,7,整体,正面
1216,_, , ,水份很多,8,12,使用体验,正面
1217,粉底,11,13,有香味,13,16,气味,负面
1217,分开,2,4,很好用,4,7,功效,正面
1217,_, , ,不太喜欢,17,21,气味,负面
1218,_, , ,很喜欢,5,8,整体,正面
1218,_, , ,经济又实惠,8,13,价格,正面
1218,_, , ,好评,13,15,整体,正面
1219,_, , ,很好用,12,15,整体,正面
1219,价格,16,18,亲民,18,20,价格,正面
1219,上妆效果,21,25,很好,25,27,功效,正面
1220,气味,11,13,相似,13,15,气味,正面
1220,_, , ,好舒服,19,22,使用体验,正面
1220,_, , ,滑滑的,22,25,使用体验,正面
1220,_, , ,不拉眼,26,29,使用体验,正面
1220,_, , ,真的好用,30,34,整体,正面
1221,_, , ,好用,16,18,整体,正面
1221,_, , ,喜欢,11,13,整体,正面
1222,精华液,0,3,很多,3,5,成分,正面
1222,吸收,8,10,很快,10,12,使用体验,正面
1223,剪裁,21,23,很喜欢,23,26,包装,正面
1224,快递服务,11,15,很好,16,18,物流,正面
1224,_, , ,很常满意,19,23,整体,正面
1225,_, , ,很棒,0,2,整体,正面
1225,_, , ,超级喜欢,4,8,整体,正面
1225,_, , ,真好,23,25,物流,正面
1225,_, , ,真善美,35,37,整体,正面
1226,_, , ,炒鸡棒棒,18,22,整体,正面
1227,清洁能力,14,18,挺好的,18,21,功效,正面
1227,_, , ,不紧绷,24,27,使用体验,正面
1228,_, , ,很满意,21,24,整体,正面
1228,_, , ,还不错,17,20,整体,正面
1229,_, , ,还行吧,0,3,整体,正面
1229,_, , ,还不错,4,7,整体,正面
1229,_, , ,还可以,11,14,整体,正面
1230,_, , ,假货,2,4,真伪,负面
1230,肤色,6,8,不对,9,11,功效,负面
1230,_, , ,不能用,12,15,整体,负面
1231,卸妆,13,15,很干净,15,18,功效,正面
1231,_, , ,很不错,19,22,整体,正面
1231,_, , ,很方便,26,29,其他,正面
1232,速度,4,6,很快,6,8,物流,正面
1232,_, , ,很好,0,2,整体,正面
1233,清洁作用,7,11,很一般,11,14,功效,中性
1234,_, , ,好推开,2,5,使用体验,正面
1234,_, , ,清薄,6,8,使用体验,正面
1234,_, , ,透气,9,11,使用体验,正面
1234,_, , ,很好用,12,15,整体,正面
1235,_, , ,不错,8,10,其他,正面
1235,_, , ,便宜,18,20,价格,正面
1235,_, , ,是正品,10,13,真伪,正面
1236,_, , ,不是很好用,2,7,整体,负面
1236,妆感,27,29,还可以,29,32,使用体验,正面
1237,_, , ,不油腻,4,7,使用体验,正面
1237,_, , ,挺干的,0,3,使用体验,负面
1238,_, , ,很喜欢,0,3,整体,正面
1238,_, , ,快,5,6,物流,正面
1239,泡沫,3,5,不多,5,7,使用体验,中性
1239,_, , ,比较干净,11,15,功效,正面
1239,_, , ,不紧绷,17,20,使用体验,正面
1239,_, , ,还可以,35,38,整体,正面
1239,发货,39,41,挺快,41,43,物流,正面
1239,_, , ,反响,45,47,整体,正面
1240,物流,9,11,很快,13,15,物流,正面
1240,_, , ,比较水润,19,23,使用体验,正面
1240,美白效果,30,34,_, , ,功效,中性
1241,_, , ,还可以,5,8,整体,正面
1242,_, , ,是正品,9,12,真伪,正面
1242,_, , ,很满意,25,28,整体,正面
1243,发货,7,9,飞快,9,11,物流,正面
1243,密度,14,16,不错,12,14,其他,正面
1243,_, , ,值得推荐,17,21,整体,正面
1244,遮瑕效果,2,6,一般,6,8,功效,中性
1245,_, , ,还好吧,0,3,整体,正面
1246,_, , ,非常不错,2,6,整体,正面
1247,_, , ,还行,2,4,整体,正面
1247,_, , ,不好用,17,20,整体,负面
1248,控油效果,0,4,很好,5,7,功效,正面
1248,清洁效果,8,12,很干净,13,16,功效,正面
1248,泡沫丰富度,17,22,刚刚合适,23,27,使用体验,正面
1248,保湿效果,28,32,一整天,35,38,功效,正面
1248,温和程度,39,43,很好,5,7,使用体验,正面
1249,速度,2,4,快,4,5,物流,正面
1249,_, , ,物美价廉,6,10,价格,正面
1249,服务,11,13,好,13,14,服务,正面
1250,_, , ,很划算,0,3,价格,正面
1251,客服态度,22,26,很好,27,29,服务,正面
1251,_, , ,是正品,18,21,整体,中性
1252,_, , ,很方便,5,8,使用体验,正面
1252,_, , ,不油腻,22,25,使用体验,正面
1253,_, , ,希望是正品,5,10,真伪,中性
1254,粉扑,0,2,好硬,2,4,使用体验,负面
1254,粉液,5,7,一般般,8,11,使用体验,负面
1254,价格,21,23,对的起,16,19,价格,正面
1255,服务项目,10,12,好,12,13,服务,正面
1255,品质,6,8,好,12,13,整体,正面
1255,开票,14,16,快,17,18,服务,正面
1256,_, , ,一般,2,4,整体,中性
1257,_, , ,瞩目,0,2,整体,正面
1258,活动,1,3,_, , ,整体,正面
1258,价格,5,7,很便宜,7,10,价格,正面
1258,_, , ,很实惠,11,14,价格,正面
1258,精华液,26,29,很多,29,31,成分,正面
1259,_, , ,正品,20,22,真伪,正面
1259,包装,14,16,_, , ,包装,正面
1260,清洁效果,5,9,特别好,10,13,功效,正面
1260,_, , ,超级好用,0,4,整体,正面
1261,温水,0,2,很好,8,10,功效,正面
1261,锁水效果,2,6,很好,8,10,功效,正面
1261,活动,15,17,_, , ,价格,正面
1262,_, , ,还不错,29,32,功效,正面
1263,快递小哥,15,19,_, , ,物流,正面
1263,_, , ,是正品,39,42,真伪,正面
1264,_, , ,很好,15,17,整体,正面
1264,送货速度,18,22,快,22,23,物流,正面
1265,价位,16,18,优惠很多,21,25,价格,正面
1266,物流速度,3,7,_, , ,物流,正面
1267,_, , ,特别好用,7,11,整体,正面
1268,_, , ,挺好用的,0,4,整体,正面
1269,_, , ,很喜欢,12,15,整体,正面
1269,_, , ,很不错,19,22,整体,正面
1269,_, , ,超级棒,26,29,整体,正面
1270,新包装,7,10,_, , ,包装,正面
1270,_, , ,非常不错,11,15,整体,正面
1270,_, , ,很划算,16,19,价格,正面
1271,价格,18,20,价格低廉,21,23,价格,正面
1271,_, , ,很好用,14,17,整体,正面
1272,_, , ,比较好用,9,13,整体,正面
1273,_, , ,润润的,7,10,使用体验,正面
1274,清洁能力,5,9,挺好的,9,12,功效,正面
1274,_, , ,很清爽,16,19,气味,正面
1274,_, , ,很实惠,26,29,价格,正面
1274,_, , ,没有紧绷感,33,38,使用体验,正面
1275,_, , ,不错,6,8,整体,正面
1276,补水效果,0,4,很明显,6,9,功效,正面
1277,优惠活动,0,4,_, , ,价格,正面
1277,性价比,8,11,较高,11,13,价格,正面
1278,_, , ,用着好,12,15,整体,正面
1279,_, , ,还挺好,11,14,整体,正面
1280,仓储,6,8,非常快,8,11,物流,正面
1280,_, , ,非常喜欢,14,18,整体,正面
1281,性价,7,9,非常好,9,12,价格,正面
1281,_, , ,非常不错,3,7,整体,正面
1282,_, , ,不错,0,2,整体,正面
1282,_, , ,挺好吸收,3,7,使用体验,正面
1282,香味,8,10,特别喜欢,10,14,气味,正面
1283,_, , ,不是正品,15,19,真伪,负面
1283,_, , ,最差的,5,8,整体,负面
1283,_, , ,不好,2,4,整体,负面
1284,包装,9,11,_, , ,包装,负面
1284,包包,19,22,还可以,17,19,物流,正面
1285,_, , ,是正品,17,20,真伪,正面
1285,_, , ,应该也不错,25,30,整体,正面
1285,价格,35,37,比较实惠,37,41,价格,正面
1286,_, , ,非常好用,13,17,整体,正面
1287,_, , ,好用,9,11,整体,正面
1288,_, , ,划算,11,13,价格,正面
1288,卖家,14,16,不错,22,24,服务,正面
1288,快递服务,17,21,不错,22,24,物流,正面
1288,_, , ,五星好评,25,29,整体,正面
1289,缺点,20,22,不错,22,24,整体,正面
1289,_, , ,给个赞,25,28,整体,正面
1290,保湿效果,0,4,好,4,5,功效,正面
1290,_, , ,不错,8,10,整体,正面
1291,快递师傅态度,5,11,很多,12,14,物流,正面
1291,_, , ,很好,2,4,整体,正面
1292,定价,8,10,实惠,11,13,价格,正面
1292,_, , ,很好用,4,7,整体,正面
1293,_, , ,很不错,24,27,整体,正面
1294,_, , ,很不错,10,13,整体,正面
1295,物流,0,2,挺快的,2,5,物流,正面
1296,_, , ,真心不好用,0,5,整体,负面
1297,物流速度,12,16,快速,17,18,物流,正面
1297,老板,19,21,很好,22,24,服务,正面
1297,_, , ,不错,4,6,整体,正面
1297,_, , ,很喜欢,8,11,整体,正面
1298,_, , ,很轻薄透亮,9,14,使用体验,正面
1298,_, , ,超好用,21,24,整体,正面
1299,_, , ,不太开心,14,18,整体,负面
1300,_, , ,好评,0,2,整体,正面
1301,包装,4,6,精致,6,8,包装,正面
1301,_, , ,很不错,0,3,整体,正面
1302,_, , ,水润,0,2,使用体验,正面
1302,_, , ,保湿,2,4,功效,正面
1302,_, , ,不油腻,4,7,使用体验,正面
1303,体亮,5,7,大自然,7,9,功效,正面
1303,_, , ,特别满意,0,4,整体,正面
1304,泡泡,5,7,很少,7,9,使用体验,负面
1304,整洁,12,14,不是很够,14,18,功效,负面
1304,_, , ,很温和,23,26,使用体验,正面
1305,_, , ,好用,0,2,整体,正面
1305,_, , ,不厚,2,4,使用体验,正面
1305,_, , ,不过敏,5,8,使用体验,正面
1306,_, , ,很水润,9,12,使用体验,正面
1306,_, , ,跟服帖,14,17,使用体验,正面
1306,_, , ,用着很好,18,22,整体,正面
1307,_, , ,比较合适,7,11,整体,正面
1308,礼品,9,11,_, , ,价格,正面
1308,_, , ,不错,4,6,整体,正面
1308,_, , ,很服帖,0,3,功效,正面
1309,_, , ,很喜欢,7,10,整体,正面
1309,_, , ,很好用,2,5,整体,正面
1310,服务,15,17,就是好,17,20,物流,正面
1310,快递小哥服务态度,25,33,特别好,33,36,物流,正面
1311,_, , ,很服贴,13,16,使用体验,正面
1311,_, , ,自然,16,18,功效,正面
1311,_, , ,很好,21,23,整体,正面
1312,贴合度,0,3,很好,4,6,使用体验,正面
1312,贴合度,0,3,很满意,6,9,使用体验,正面
1313,_, , ,阿爸,0,2,整体,正面
1313,_, , ,太方便了,3,7,使用体验,正面
1313,_, , ,还挺省,13,16,其他,正面
1314,_, , ,真的很一般,8,13,整体,负面
1314,_, , ,不是很值,44,48,价格,负面
1314,卸妆,14,16,不是太干净,16,21,功效,负面
1315,_, , ,棒棒哒,0,3,整体,正面
1315,效果,12,14,很好,14,16,功效,正面
1315,活动,18,20,很划算,22,25,价格,正面
1316,_, , ,不错,8,10,整体,正面
1317,活动力度,9,13,很大,14,16,价格,正面
1317,_, , ,非常好,5,8,整体,正面
1318,_, , ,好用,0,2,整体,正面
1318,_, , ,不错,9,11,整体,正面
1318,_, , ,很好,17,19,整体,正面
1319,_, , ,还行,4,6,整体,正面
1320,_, , ,不好用,0,3,整体,负面
1320,_, , ,不滋润,3,6,功效,负面
1321,_, , ,不错,5,7,整体,正面
1321,_, , ,挺好的,8,11,整体,正面
1322,_, , ,很好用,4,7,整体,正面
1322,_, , ,物美价廉,8,12,价格,正面
1323,_, , ,很喜欢,2,5,整体,正面
1324,_, , ,不错,10,12,整体,正面
1325,_, , ,便宜,16,18,价格,正面
1326,物流,6,8,超快,8,10,物流,正面
1326,_, , ,挺舒服,16,19,使用体验,正面
1327,_, , ,没有紧绷感,8,13,使用体验,正面
1327,_, , ,挺干燥的,16,20,使用体验,负面
1328,补水,0,2,极好,2,4,功效,正面
1328,_, , ,有点点过敏,7,12,使用体验,负面
1329,辣味,11,13,别太香,13,16,气味,中性
1330,_, , ,便宜了很多,14,19,价格,正面
1331,账号,0,2,非常满意,4,8,服务,正面
1332,速度,4,6,很快,6,8,物流,正面
1332,_, , ,不错,0,2,整体,正面
1333,_, , ,很舒服,8,11,整体,正面
1333,_, , ,非常好,15,18,整体,正面
1333,_, , ,很棒,12,14,整体,正面
1334,_, , ,垃圾,0,2,整体,负面
1334,形状,14,16,不规整,16,19,尺寸,负面
1335,包装,9,11,很可爱,11,14,包装,正面
1336,_, , ,还不错,5,8,整体,正面
1336,_, , ,提亮肤色,17,21,功效,正面
1336,_, , ,可以,24,26,整体,正面
1337,_, , ,很好用,0,3,整体,正面
1337,_, , ,很温和,6,9,使用体验,正面
1338,_, , ,还行,7,9,整体,正面
1338,_, , ,挺保湿的,10,14,功效,正面
1339,_, , ,划算多了,20,24,价格,正面
1340,补水效果,10,14,还可以,14,17,功效,正面
1340,_, , ,是正品,18,21,真伪,正面
1341,_, , ,非常好,0,3,整体,正面
1341,_, , ,容易打开,5,9,使用体验,正面
1341,_, , ,很好,11,13,整体,正面
1342,价格,18,20,合理,20,22,价格,正面
1342,_, , ,很薄,0,2,使用体验,正面
1342,_, , ,服帖,3,5,使用体验,正面
1342,_, , ,不黏糊糊,7,11,使用体验,正面
1342,_, , ,还可以,12,15,整体,正面
1343,_, , ,不错,9,11,整体,正面
1344,_, , ,还不错,29,32,整体,正面
1345,赠品,4,6,很多,2,4,价格,正面
1345,_, , ,一般般,10,13,整体,中性
1346,_, , ,超级好用,7,11,整体,正面
1346,_, , ,很干净,19,22,功效,正面
1347,_, , ,不紧绷,5,8,使用体验,正面
1347,_, , ,挺好的,9,12,整体,正面
1347,_, , ,满意,30,32,整体,正面
1348,_, , ,很好用,0,3,整体,正面
1348,_, , ,非常舒服,10,14,使用体验,正面
1349,颜色,0,2,粉粉的,2,5,其他,正面
1349,_, , ,很好,8,10,整体,正面
1349,_, , ,不油腻,11,14,使用体验,正面
1349,_, , ,清爽,15,17,使用体验,正面
1350,_, , ,便宜多了,4,8,价格,正面
1351,物流,0,2,够快,2,4,物流,正面
1351,_, , ,还可以,5,8,整体,正面
1352,遮盖力,6,9,一般,9,11,功效,中性
1352,_, , ,很滋润,14,17,使用体验,正面
1352,_, , ,很好用,18,21,整体,正面
1353,_, , ,好用,5,7,整体,正面
1354,_, , ,很好,0,2,整体,正面
1354,_, , ,很不错,3,6,整体,正面
1354,_, , ,很满意,7,10,整体,正面
1354,价格,11,13,便宜实惠,13,17,价格,正面
1355,保湿效果,12,16,不错,16,18,功效,正面
1355,_, , ,非常好用,7,11,整体,正面
1356,_, , ,再便宜点,8,12,价格,负面
1357,_, , ,还不错,0,3,整体,正面
1358,_, , ,不怎么好用,0,5,整体,负面
1359,_, , ,还可以,0,3,整体,正面
1360,_, , ,很不错,2,5,整体,正面
1360,_, , ,贴装,6,8,使用体验,正面
1361,_, , ,好,5,6,整体,正面
1362,_, , ,还可以,0,3,整体,正面
1362,_, , ,挺好用的,4,8,整体,正面
1362,_, , ,挺保湿的,9,13,功效,正面
1363,_, , ,好用,0,2,整体,正面
1363,_, , ,不干涩,5,8,使用体验,正面
1364,电子商务,2,4,真快,4,6,物流,正面
1365,_, , ,好,0,1,整体,正面
1365,低端,14,16,很给力,17,20,价格,正面
1366,_, , ,不错,0,2,整体,正面
1366,速度,3,5,快,5,6,物流,正面
1367,_, , ,特别好,10,13,整体,正面
1368,价位,13,15,实惠,16,18,价格,正面
1369,快递,18,20,真的不错,20,24,物流,正面
1370,_, , ,很不错的,13,17,整体,正面
1371,运动速度,5,7,很快,7,9,物流,正面
1372,_, , ,正品,11,13,真伪,正面
1372,_, , ,很便宜,5,8,价格,正面
1373,_, , ,优异,0,2,整体,正面
1373,_, , ,还保湿,3,6,功效,正面
1374,_, , ,很喜欢,6,9,整体,正面
1374,_, , ,挺不错,14,17,其他,正面
1374,_, , ,好用,24,26,整体,正面
1375,_, , ,很补水,7,10,使用体验,正面
1375,物流,19,21,棒棒哒,21,24,物流,正面
1375,物流,19,21,棒棒哒,21,24,物流,正面
1375,_, , ,是正品,2,5,真伪,正面
1375,增值,16,18,棒棒哒,21,24,服务,正面
1376,_, , ,挺好用的,0,4,整体,正面
1376,_, , ,轻薄,5,7,使用体验,正面
1376,_, , ,很提亮肤色,10,15,功效,正面
1377,_, , ,超级好用,10,14,整体,正面
1378,_, , ,好,0,1,整体,正面
1379,包装,0,2,_, , ,包装,中性
1379,_, , ,挺好的,32,35,整体,正面
1380,活动,22,24,_, , ,价格,正面
1380,_, , ,还不错,40,43,整体,正面
1381,_, , ,非常满意,0,4,整体,正面
1382,控油效果,0,4,一般,4,6,功效,中性
1382,持久情况,8,12,没问题,21,24,功效,正面
1383,快递,0,2,_, , ,物流,正面
1384,_, , ,可以的,14,17,整体,正面
1385,_, , ,是正品,4,7,真伪,正面
1385,_, , ,挺好用的,11,15,整体,正面
1386,_, , ,不错,2,4,整体,正面
1386,_, , ,很方便,5,8,整体,正面
1387,性价比,13,16,高,17,18,价格,正面
1387,_, , ,还不错,2,5,整体,正面
1388,_, , ,很好,4,6,整体,正面
1388,速度,9,11,快速,11,12,物流,正面
1389,美白效果,6,10,_, , ,功效,正面
1389,_, , ,好用,0,2,整体,正面
1389,_, , ,喜欢,11,13,整体,正面
1390,水分,0,2,多,2,3,成分,正面
1390,_, , ,好吸收,4,7,使用体验,正面
1390,_, , ,不错,8,10,整体,正面
1391,_, , ,亮眼,0,2,整体,正面
1391,小礼品,17,20,很多,21,23,价格,正面
1392,_, , ,挺服帖,14,17,使用体验,正面
1392,_, , ,挺遮瑕,19,22,功效,正面
1392,_, , ,提亮肤色,23,27,功效,正面
1393,_, , ,是正品,35,38,真伪,正面
1393,_, , ,保湿,44,46,功效,正面
1393,_, , ,没有浮粉,39,43,使用体验,正面
1394,_, , ,很好闻,3,6,气味,正面
1394,_, , ,很好用,7,10,整体,正面
1394,_, , ,不紧绷,13,16,使用体验,正面
1394,_, , ,好评,17,19,整体,正面
1395,_, , ,不错,11,13,整体,正面
1395,送货,16,18,快,19,20,物流,正面
1396,_, , ,好用,11,13,整体,正面
1397,包装,0,2,太随便了,2,6,包装,负面
1397,附带,9,12,并未,13,15,包装,负面
1398,_, , ,最好,0,2,整体,正面
1399,味道,0,2,不错,2,4,气味,正面
